Name_lang,Pos[0],Pos[1],Pos[2],MapOffset[0],MapOffset[1],FlightMapOffset[0],FlightMapOffset[1],ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,MinimapAtlasMemberID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID[0],MountCreatureID[1]
"Starsong Refuge, Val'sharah",3094.06,5807.21,300.572,0,0,0,0,1764,1220,0,451,3,0,4689,0,0,0,3837,3837
"Garden of the Moon, Val'sharah",2841.79,6482.29,206.326,0,0,0,0,1766,1220,0,450,3,0,4689,0,0,0,54271,54271
"Nesingwary, Highmountain",4483.46,4843.29,662.352,0,0,0,0,1767,1220,0,448,3,0,4689,0,0,0,69067,69067
Dalaran,-860.828,4295.95,745.242,0,0,0,0,1774,1220,0,449,19,0,4689,0,0,0,69066,541
"Sylvan Falls, Highmountain",3853.55,5150.59,644.597,0,0,0,0,1777,1220,0,452,3,0,4689,0,0,0,98937,98937
"Stonehoof Watch, Highmountain",3891.95,3500.18,800.658,0,0,0,0,1778,1220,0,453,3,0,4689,0,0,0,98937,98937
Quest Path 5500: 7.0 Azsuna - Rift 02 - Rock -> Tower (ZTO),1183.66,5961.83,116.41,0,0,0,0,1783,1220,0,0,0,0,4689,0,0,0,79302,79302
"Quest Path 5509: 7.0 Highmountain - Stonehoof Watch -> Sylvan Falls (Quest, ZTO)",3854.72,5149.04,644.884,0,0,0,0,1784,1220,0,0,0,0,4689,0,0,0,95076,95076
"Quest Path 5512: Quest Path 5020: 7.0 Azsuna - Rift 03, Base - Tower (ZTO)",993.243,6170.25,163.783,0,0,0,0,1787,1220,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 4621: [OLD]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Alliance) - ELM,-80.6806,6848.75,30.4534,0,0,0,0,1800,1220,0,0,0,0,4689,0,0,0,68771,68771
Quest Path 5597: [OLD]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM,-80.6806,6848.75,30.4534,0,0,0,0,1801,1220,0,0,0,0,4689,0,0,0,68773,68773
"Quest Path 5615: 7.0 Dalaran -> Trueshot Lodge, Highmountain",4633.74,5340.72,849.12,0,0,0,0,1803,0,0,0,0,0,4689,0,0,0,69067,69067
Quest Path 5643: 7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Alliance) - ELM,-80.6806,6848.75,30.4534,0,0,0,0,1813,1220,0,0,0,0,4689,0,0,0,68771,68771
Quest Path 5645: [OLD2]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM,-80.6806,6848.75,30.4534,0,0,0,0,1814,1220,0,0,0,0,4689,0,0,0,68773,68773
"The Dreamgrove, Val'sharah (Druids Only)",4074.32,7225.45,51.4989,0,0,0,0,1815,1220,44322,455,11,0,4689,0,0,0,54271,54271
Quest Path 5654: 7.0 Artifacts - Druid - Feral - Q:42428 - Dreamgrove -> Ashamane's Fall - LWB,3233.61,5750.02,320.039,0,0,0,0,1818,1220,0,0,0,0,4689,0,0,0,100483,100483
Quest Path 5655: 7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM,-80.6806,6848.75,30.4534,0,0,0,0,1819,1220,0,0,0,0,4689,0,0,0,68773,68773
"Quest Path 5667: 7.0 DH-OHC - ""Malace in Vrykul Land"" Alliance - Dalaran -> Valdishall (ELM)",3204.62,1524.5,180.407,0,0,0,0,1825,1220,0,0,0,0,4689,0,0,0,31315,31315
"Quest Path 5668: 7.0 DH-OHC - ""Malace in Vrykul Land"" Horde - Dalaran -> Valdishall (ELM)",3204.62,1524.5,180.407,0,0,0,0,1826,1220,0,0,0,0,4689,0,0,0,20414,20414
Quest Path 5669: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal 01 - SBV,992.979,982.663,526.812,0,0,0,0,1827,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5670: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Top -> Ring A - SBV,1218.26,984.486,526.812,0,0,0,0,1828,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5671: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Middle 02 - SBV,1103.39,1181.57,526.812,0,0,0,0,1829,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5672: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Middle 03 - SBV,1126.84,1009.32,508.356,0,0,0,0,1830,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5673: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal B -> Ring C - SBV,1100.02,1182.58,526.812,0,0,0,0,1831,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5674: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Portal - Ring A -> Center - SBV,1126.84,1009.32,508.356,0,0,0,0,1832,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5675: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Portal - Ring B -> Center - SBV,1126.84,1009.32,508.356,0,0,0,0,1833,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5676: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal A -> Ring B - SBV,990.736,985.276,526.812,0,0,0,0,1834,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5677: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal C -> Ring A - SBV,1216.14,986.108,526.812,0,0,0,0,1835,1623,0,0,0,0,4689,0,0,0,79302,79302
Quest Path 5678: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal - Ring C -> Ring A - SBV,1220.23,981.861,526.812,0,0,0,0,1836,1623,0,0,0,0,4689,0,0,0,79302,79302
"Wardens' Redoubt, Azsuna",-1403.63,6656.86,11.9463,0,0,0,0,1837,1220,0,457,3,0,4689,0,0,0,54271,54271
Thorim's Peak,2113.4,2823.46,815.419,0,0,0,0,1838,1220,43356,459,75,0,4689,0,0,0,98937,98937
Nastrondir,3793.25,2368.84,491.346,0,0,0,0,1839,1220,43356,458,75,0,4689,0,0,0,98937,98937
Eastern Suramar,815.491,2760.98,208.522,0,0,0,0,1840,1220,43356,460,75,0,4689,0,0,0,98937,98937
Western Suramar,379.929,4364.24,122.849,0,0,0,0,1841,1220,43356,461,75,0,4689,0,0,0,98937,98937
Carl Test b,15574.2,-16164.2,47,0,0,0,0,1842,451,0,0,0,0,4689,0,0,0,27179,27179
Carl Test c,15574.2,-16164.2,47,0,0,0,0,1843,451,0,0,0,0,4689,0,0,0,27179,27179
Carl Test d,15574.2,-16164.2,47,0,0,0,0,1844,451,0,0,0,0,4689,0,0,0,27179,27179
Isle of the Watchers,-1704.44,6472.99,264.049,0,0,0,0,1845,1220,43356,462,75,0,4689,0,0,0,98937,98937
Faronaar,-88.4323,8214.32,355.522,0,0,0,0,1846,1220,43356,463,75,0,4689,0,0,0,98937,98937
The Dreamgrove,4411.15,7164.21,350.001,0,0,0,0,1847,1220,43356,464,75,0,4689,0,0,0,98937,98937
Trueshot Lodge,4632.03,5320.96,852.012,0,0,0,0,1848,1220,43356,465,75,0,4689,0,0,0,98937,98937
Dalaran,-813.533,4274.87,746.262,0,0,0,0,1849,1220,43356,416,75,0,4689,0,0,0,0,0
Eastern Highmountain,3769.18,3682.9,1027.95,0,0,0,0,1850,1220,43356,456,75,0,4689,0,0,0,98937,98937
"Shield's Rest, Stormheim",4764.52,-186.997,16.9514,0,0,0,0,1855,1220,0,466,3,0,4689,0,0,0,109682,109682
"Vengeance Point, Broken Shore",-545.191,3001.78,40.2039,0,0,0,0,1856,1220,0,467,3,0,4689,0,0,0,113833,113833
"Stormtorn Foothills, Stormheim",3835.61,2016.12,244.063,0,0,0,0,1857,1220,0,468,3,0,4689,0,0,0,109682,109682
"Meredil, Suramar",1615.52,4757.86,138.371,0,0,0,0,1858,1220,0,472,3,0,4689,0,0,0,111675,111675
"Felblaze Ingress, Azsuna",554.042,5628.88,79.8677,0,0,0,0,1859,1220,0,418,3,0,4689,0,0,0,99257,99257
"Watchers' Aerie, Azsuna",-1804.72,6417.63,177.986,0,0,0,0,1860,1220,0,433,3,0,4689,0,0,0,117082,117082
"Illidari Perch, Azsuna",-228.438,7733.7,139.189,0,0,0,0,1861,1220,0,469,3,0,4689,0,0,0,99257,99257
Acherus: The Ebon Hold,-1437.43,1162.24,275.346,0,0,0,0,1862,1220,42576,470,3,0,4689,0,0,0,32981,32981
"Hafr Fjall, Stormheim",1797.35,1816.7,298.396,0,0,0,0,1863,1220,0,471,3,0,4689,0,0,0,109682,109682
"Quest Path 5598: Nesingwary, Highmountain -> Shipwreck Cove, Highmountain [Unlearned]",6467.23,4728.46,13.1962,0,0,0,0,1864,1220,0,0,0,0,4689,0,0,0,98937,98937
Boost 2.0 - Alliance - Leave Point,41.7157,-0.426141,40.0882,0,0,0,0,1865,1560,0,0,1,0,4689,0,0,0,0,32335
Quest Path 5911: 7.0 Dalaran -> Acherus,-1437.48,1162.01,275.249,0,0,0,0,1867,1220,0,0,0,0,4689,0,0,0,541,541
Quest Path 5912: 7.0 Acherus -> Dalaran,-835.455,4276.97,746.253,0,0,0,0,1868,1220,0,0,0,0,4689,0,0,0,541,541
Quest Path 5913: 7.0 Karazhan - Ballroom -> Opera Portal,1619.32,2374.25,232.009,0,0,0,0,1869,1529,0,0,0,0,4689,0,0,0,79302,79302
"Eye of Azshara, Azsuna",-3362.32,4823.01,17.5537,0,0,0,0,1870,1220,0,443,3,0,4689,0,0,0,57156,57156
Quest Path 5925: Quest Path 5654: 7.0 Artifacts - Druid - Feral - Q:42428 - Ashamane's Fall -> Dreamgrove - LWB,4074.3,7238.71,51.4333,0,0,0,0,1871,1220,0,0,0,0,4689,0,0,0,100483,100483
Quest Path 5962: 7.0 Artifacts - Death Knight - Blood - From Dalaran to Broken Shore Portal - Taxi Version - LWB,-857.711,3615.49,2.89756,0,0,0,0,1874,1220,0,0,0,0,4689,0,0,0,114241,114241
Quest Path 5963: 7.0 Artifacts - Death Knight - Blood - From Broken Shore to Dalaran - Taxi - LWB,-842.878,4274.06,746.261,0,0,0,0,1875,1220,0,0,0,0,4689,0,0,0,114241,114241
Quest Path 5626: 7.0 Artifacts - Priest - Holy - Dalaran to Broken Shore Portal - LWB,-846.844,3578.75,0.99172,0,0,0,0,1877,1220,0,0,0,0,4689,0,0,0,105717,105717
Quest Path 5627: 7.0 Artifacts - Priest - Holy - Quest NPC - Broken Shore - Fly Back - LWB,-819.625,4307.8,745.724,0,0,0,0,1878,1220,0,0,0,0,4689,0,0,0,105717,105717
"Crimson Thicket, Suramar",1893.3,3092.55,221.234,0,0,0,0,1879,1220,0,474,3,0,4689,0,0,0,111675,111675
"Irongrove Retreat, Suramar",2268.8,5241.59,113.112,0,0,0,0,1880,1220,0,473,3,0,4689,0,0,0,114718,114718
"Gloaming Reef, Val'sharah",2523.94,8174.86,12.4126,0,0,0,0,1885,1220,0,475,3,0,4689,0,0,0,54271,54271
Quest Path 6004: 7.2 Assault - Val'sharah - Black Rook - Base Camp to Ramparts - LWB,3138.49,7474.39,209.296,0,0,0,0,1892,1220,0,0,0,0,4689,0,0,0,100483,100483
Quest Path 6005: 7.2 Legion Invasion - Val'sharah - 03 - Taxi to Top - LWB,3248.01,7370.98,292.173,0,0,0,0,1893,1220,0,0,0,0,4689,0,0,0,100483,100483
"Quest Path 6009: 7.1 Suramar -> Black Rook Hold (""We Need Weapons"" ) - ZTO",3115.69,7181.59,90.397,0,0,0,0,1894,1220,0,0,0,0,4689,0,0,0,115500,115500
Quest Path 6026: 7.2 OHC - Paladin - Light's Hope Chapel (Alliance) -> Broken Shore (1666) - JAP,-1887.78,3393.96,52.2258,0,0,0,0,1899,1666,0,0,0,0,4689,0,0,0,541,541
Quest Path 6027: Quest Path 6026: 7.2 OHC - Paladin - Light's Hope Chapel (Horde) -> Broken Shore (1666) - JAP,-1887.78,3393.96,52.2258,0,0,0,0,1900,1666,0,0,0,0,4689,0,0,0,3574,3574
Quest Path 6030: 7.2 Fel Hammer -> 7.2 Mardum,1531.08,1251.35,70.7865,0,0,0,0,1902,1519,0,0,0,0,4689,0,0,0,113833,113833
"The Fel Hammer, Broken Shore",1659.15,1416.68,244.263,0,0,0,0,1906,1519,46253,476,3,0,4689,0,0,0,99257,99257
Quest Path 6038: 7.0 - Death Knight - No Man's Land - Taxi Route - LWB,-834.573,4266.48,746.252,0,0,0,0,1907,1220,0,0,0,0,4689,0,0,0,29582,29582
Quest Path 6036: 7.2 Fel Hammer -> 7.2 Broken Shore,-1891.17,3391.43,52.3432,0,0,0,0,1908,1666,0,0,0,0,4689,0,0,0,113833,113833
"Quest Path 6041: 7.2 Wandering Isle -> Stormstout Brewery, Pandaria",-697.528,1262.77,162.777,0,0,0,0,1909,1693,0,0,0,0,4689,0,0,0,61559,61559
Quest Path 6042: 7.2 OHC - Priest - Dalaran -> Broken Shore - Teleport (JAP),-1890.5,3395.43,52.3415,0,0,0,0,1910,1666,0,0,0,0,4689,0,0,0,54271,54271
Quest Path 6048: Quest Path 6005: 7.2 Legion Invasion - Val'sharah - 03 - Taxi to Bottom - LWB,2958.96,7491.2,45.4834,0,0,0,0,1913,1220,0,0,0,0,4689,0,0,0,100483,100483
Quest Path 6052: 7.2 OHC - Hunter - Trueshot Lodge -> Broken Shore - Teleport (JAP),4649.94,5273.16,840.69,0,0,0,0,1916,1220,0,0,0,0,4689,0,0,0,98937,98937
Quest Path 6053: 7.2 Order Hall - Shaman - Ch 5 - Thunderaan Transport (JLW),-1458.34,2633.53,81.9921,0,0,0,0,1917,1666,0,0,0,0,4689,0,0,0,17972,17972
Quest Path 6065: 7.2 Assault - Val'sharah - Black Rook - Top to Final Terrace,3118.96,7131.03,134.327,0,0,0,0,1922,1220,0,0,0,0,4689,0,0,0,100483,100483
Quest Path 6067: 7.2 Assault - Val'sharah - Black Rook - Base Camp to Final Terrace,3110.14,7130.64,134.327,0,0,0,0,1923,1220,0,0,0,0,4689,0,0,0,100483,100483
"Quest Path 6068: 7.2 Acherus: The Ebon Hold -> Illidari Camp, Broken Shore",-734.651,3068.24,-41.698,0,0,0,0,1924,1220,0,0,0,0,4689,0,0,0,28531,28531
Quest Path 6072: 7.2 Order Hall - Rogue - Ch 5 - Temp To BS (JLW),-1229.02,2195.18,0.984899,0,0,0,0,1927,1220,0,0,0,0,4689,0,0,0,54271,54271
"Krokul Hovel, Krokuun",985.819,1711.89,517.2,0,0,0,0,1928,1669,52694,477,43,254,6748,-75.9,0,0,0,0
"Quest Path 6084: Acherus: The Ebon Hold -> Thorim's Peak, Stormheim",1929.17,2047.36,465.924,0,0,0,0,1933,1220,0,0,0,0,4689,0,0,0,29648,29648
"TEMPAREA1, Argus",1008.45,1727.83,528.781,0,0,0,0,1934,1669,0,479,0,254,6748,0,0,0,0,0
"TEMPAREA2, Argus",1637.16,2054.71,450.584,0,0,0,0,1935,1669,0,480,0,254,6748,0,0,0,0,0
"Deliverance Point, Broken Shore",-1647.68,3178.64,135.931,0,0,0,0,1941,1220,0,482,3,0,4689,0,0,0,113833,113833
"Aalgen Point, Broken Shore",-1225.51,2195.23,0.980001,0,0,0,0,1942,1220,0,481,3,0,4689,0,0,0,109682,109682
"Vindicaar, Krokuun",501.3,1470.3,765.8,0.0069,-0.0259,0,0,1944,1669,51635,483,43,256,4689,24,53150,0,0,0
Quest Path 6175: 7.3 Argus - Isle 2 - Alleria Arc - Alleria Shadow Ball Taxi (JAK),4995.27,9823.6,-79.2193,0,0,0,0,1947,1669,0,0,0,0,4689,0,0,0,121327,121327
"Zul'jan, Nazmir",793.236,1400.74,19.5826,0,0,0,0,1953,1642,0,487,2,0,4689,0,0,0,69066,0
"Zo'bal Ruins, Nazmir",2025.87,1336.53,16.5876,0,0,0,0,1954,1642,0,486,2,0,4689,0,0,0,139173,0
"Gloom Hollow, Nazmir",2007.54,-79.6424,2.16842,0,0,0,0,1955,1642,0,488,2,0,4689,0,0,0,125991,0
"Forlorn Ruins, Nazmir",2596.88,-848.688,1.98369,0,0,0,0,1956,1642,64582,485,10,0,4689,0,0,0,69066,0
"Port of Zandalar, Zuldazar",-1950.78,744.28,53.7854,0,0,0,0,1957,1642,0,489,6,0,4689,0,0,0,122337,0
The Great Seal,-1035.98,756.6,437.74,0,0,0,0,1959,1642,0,490,2,0,4689,0,0,0,122337,0
Quest Path 6233: 8.0 Nazmir - Q: 47250 - Taxi to Jeb'watha ruins - LWB,2214.6,1585.02,30.0126,0,0,0,0,1961,1642,0,0,0,0,4689,0,0,0,122801,122801
Quest Path 6234: 8.0 Nazmir - Q: 42750 - Flight from Jeb'watha -> Zul'jan - LWB,794.613,1403.2,19.5826,0,0,0,0,1962,1642,0,0,0,0,4689,0,0,0,20492,20492
Quest Path 6237: 8.0 Warfronts - Barrens - Intro Quest - Taxi from Theramore to Fort Triumph,-3146.07,-2287.58,92.6395,0,0,0,0,1964,0,0,0,0,0,4689,0,0,0,69067,69067
"Nesingwary's Gameland, Zuldazar",382.024,104.043,240.066,0,0,0,0,1965,1642,0,491,3,0,4689,0,0,0,98937,98937
"Warbeast Kraal, Zuldazar",-1046.32,19.1736,281.203,0,0,0,0,1966,1642,0,492,2,0,4689,0,0,0,122337,0
"Shattered Fields, Krokuun",1081.13,2275.75,409,0,0,0,0,1967,1669,52714,493,43,254,4689,76.7,0,0,0,0
"Xibala, Zuldazar",-2692.84,1915.12,39.053,0,0,0,0,1974,1642,0,495,2,0,4689,0,0,0,31239,0
"Zeb'ahari, Zuldazar",512.45,-835.219,26.4916,0,0,0,0,1975,1642,0,496,2,0,4689,0,0,0,122337,0
"Destiny Point, Krokuun",1437.48,1444.27,491.8,0,0,0,0,1976,1669,52715,478,43,254,4689,16.2,0,0,0,0
"Vindicaar, Eredath",4728.6,9862.46,64.2907,0.0039,-0.0296,0,0,1977,1669,51636,497,43,258,4689,13.8,52312,0,0,0
"Conservatory of the Arcane, Eredath",5764.89,9493.78,-66.7,0,0,0,0,1978,1669,52720,498,43,254,4689,50.6,0,0,0,0
"Shadowguard Incursion, Eredath",5546.06,10563,7.95,0,0,0,0,1981,1669,52719,499,43,254,4689,55.6,0,0,0,0
"Triumvirate's End, Eredath",4983.3,9823.47,-78.7,0,0,0,0,1982,1669,52718,500,43,254,4689,1.1,0,0,0,0
Quest Path 6309: 8.0 Nazmir - Q: 47631 - Flight from Zul'jan -> Gloom Hollow - LWB,2014.55,-86.2552,0.127927,0,0,0,0,1983,1642,0,0,0,0,4689,0,0,0,122337,122337
Quest Path 6310: 8.0 Nazmir - Q: 47602 - Flight out of Sundered Span - LWB,2006.34,-81.2917,2.04242,0,0,0,0,1984,1642,0,0,0,0,4689,0,0,0,26164,26164
"[Hidden] Argus Ground Points Hub (Ground TP out to here, TP to Vindicaar from here)",359.28,1403.35,770,0,0,0,0,1985,1669,0,0,0,0,4689,0,0,0,118844,118844
"[Hidden] Argus Vindicaar Ground Hub (Vindicaar TP out to here, TP to ground from here)",348.875,1397.63,770,0,0,0,0,1986,1669,0,0,0,0,4689,0,0,0,118844,118844
[Hidden] Argus Vindicaar No Load Hub (Vindicaar No Load transition goes through here),338.658,1392.52,770,0,0,0,0,1987,1669,0,0,0,0,4689,0,0,0,118844,118844
"Hope's Landing, Antoran Wastes",-2934.8,8798.43,-231.5,0,0,0,0,1988,1669,52721,501,43,254,4689,5.12497,0,0,0,0
"Prophet's Reflection, Eredath",6307.33,10116.5,-16,0,0,0,0,1991,1669,52717,504,43,254,4689,-116.8,0,0,0,0
"Light's Purchase, Antoran Wastes",-3516.09,8809.34,-180.6,0,0,0,0,1992,1669,52722,503,43,254,4689,24.6,0,0,0,0
"The Veiled Den, Antoran Wastes",-2367.06,8878.93,-139.9,0,0,0,0,1993,1669,52723,502,43,254,4689,60.2,0,0,0,0
"Vindicaar, Antoran Wastes",-2636.08,8699.91,-70.82,0.0175,0.004,0,0,1994,1669,51637,505,43,257,4689,104.7,52313,0,0,0
"City Center, Eredath",5417.01,10013.3,-81.4,0,0,0,0,2003,1669,52716,484,43,254,4689,90.8,0,0,0,0
"Warport Rastari, Zuldazar",-2022.55,1629.16,52.5829,0,0,0,0,2009,1642,0,506,2,0,4689,0,0,0,122337,0
"Xibala, Zuldazar",-2652.84,2272.02,13.7916,0,0,0,0,2012,1642,0,507,1,0,4689,0,0,0,0,24490
Quest Path 6437: 8.0 Nazmir - Q49082 - Flight out of Hir'eek's Lair - LWB,1858.43,1549.34,20.9706,0,0,0,0,2015,1642,0,0,0,0,4689,0,0,0,128292,128292
Quest Path 6440: 7.3 QA - TEST HOTFIX - Task 110012 - TaxiPathNode - RRB,-2397.44,4402.78,42.519,0,0,0,0,2018,451,0,0,0,0,4689,0,0,0,284,284
Quest Path 6443: 7.3 QA - TEST HOTFIX - Task 110012 - TaxiPathNode - 2 - RRB,-9180.3,313.351,87.063,0,0,0,0,2020,0,0,0,0,0,4689,0,0,0,284,284
"Freehold, Tiragarde Sound",-1786.51,-729.382,61.8795,0,0,0,0,2023,1643,0,508,3,0,4689,0,0,0,129230,129230
"Temple of the Prophet, Zuldazar",-1132.62,1499.7,420.254,0,0,0,0,2027,1642,0,509,2,0,4689,0,0,0,122337,0
"Fallhaven, Drustvar",-66.316,2141.24,46.5577,0,0,0,0,2033,1643,0,512,1,0,4689,0,0,0,0,139612
"Hangman's Point, Drustvar",-296.983,1227.53,5.66252,0,0,0,0,2034,1643,0,513,1,0,4689,0,0,0,0,139612
"Fletcher's Hollow, Drustvar",-1045.73,1277.66,7.27366,0,0,0,0,2035,1643,0,514,1,0,4689,0,0,0,0,139612
"Barbthorn Ridge, Drustvar",350.885,1710.33,10.0301,0,0,0,0,2037,1643,0,515,1,0,4689,0,0,0,0,139612
"Quest Path 6474: Freehold, Tiragarde Sound -> Southwind Ferry Dock, Tiragarde Sound",-169.583,95.809,7.32229,0,0,0,0,2041,1643,0,0,0,0,4689,0,0,0,128225,128225
"Vigil Hill, Tiragarde Sound",-730.976,706.566,64.1054,0,0,0,0,2042,1643,0,517,1,0,4689,0,0,0,0,130156
"xxOLD - Zuldazar, Nazmir Outskirts",174.297,1414.25,180.238,0,0,0,0,2043,1642,0,518,0,0,4689,0,0,54093,125991,0
"Garden of the Loa, Zuldazar",-104.023,1502.48,398.531,0,0,0,0,2045,1642,0,519,2,0,4689,0,0,0,122337,0
"Atal'Dazar, Zuldazar",-639.649,1806.09,664.166,0,0,0,0,2046,1642,0,520,2,0,4689,0,0,0,122337,0
"Anglepoint Wharf, Tiragarde Sound",790.837,1861.54,-0.23193,0,0,0,0,2052,1643,62086,521,201,5168,8208,0,0,0,0,132101
"Old Drust Road, Tiragarde Sound",-318.505,980.137,1.07104,0,0,0,0,2053,1643,62086,522,201,5168,8208,0,0,0,0,132101
"Firebreaker Expedition, Tiragarde Sound",801.135,252.167,0.102355,0,0,0,0,2054,1643,62086,523,201,5168,8208,0,0,0,0,132101
"Southwind Station, Tiragarde Sound",-145.057,41.0417,-0.0502934,0,0,0,0,2055,1643,62086,524,201,5168,8208,0,0,0,0,132101
"Fallhaven, Drustvar",-135.637,1764.27,-0.295364,0,0,0,0,2056,1643,62086,525,201,5168,8208,0,0,0,0,132101
"Fletcher's Hollow, Drustvar",-928.123,1325.54,0.999804,0,0,0,0,2057,1643,62086,526,201,5168,8208,0,0,0,0,132101
"Staghelm Point, Silithus",-6420.62,178.769,8.61994,0,0.27,0,0,2058,1817,55365,527,0,0,4689,0,0,0,0,541
"Southwind Village, Silithus",-7250.48,330.583,23.1682,0,0.27,0,0,2059,1817,55365,528,0,0,4689,0,0,0,2224,0
"Hatherford, Tiragarde Sound",1167.57,24.0694,15.3931,0,0,0,0,2060,1643,0,529,1,0,4689,0,0,0,0,130156
"The Sliver, Zuldazar",-624.588,715.305,234.49,0,0,0,0,2061,1642,0,530,2,0,4689,0,0,0,122337,0
"Wolf's Den, Tiragarde Sound",1641.34,385.852,87.8818,0,0,0,0,2062,1643,0,531,10,0,4689,0,0,62537,69066,0
"Harbor, Zuldazar",-1035.98,756.6,437.74,0,0,0,0,2065,1642,0,0,64,0,4689,0,0,0,122337,0
"Atal'Gral, Zuldazar",-961.767,-1064.69,25.5723,0,0,0,0,2066,1642,0,532,67,0,4689,0,0,0,133834,133834
"Timberfell Outpost, Tiragarde Sound",-254.582,-362.444,116.102,0,0,0,0,2067,1643,0,533,10,0,4689,0,0,63542,69066,0
"Dreadpearl, Zuldazar",-961.767,-1064.69,25.5723,0,0,0,0,2071,1642,0,537,67,0,4689,0,0,0,133834,133834
"Throne Room, Zuldazar",-1078.12,846.026,482.786,0,0,0,0,2073,1642,0,538,64,0,4689,0,0,0,122337,0
"Bridgeport, Tiragarde Sound",-93.7378,-633.323,5.98347,0,0,0,0,2074,1643,0,539,1,0,4689,0,0,0,0,130156
"Seeker's Outpost, Zuldazar",-2303.23,-252.868,1.46764,0,0,0,0,2075,1642,0,540,3,0,4689,0,0,0,133834,133834
"Atal'Gral, Zuldazar",-959.608,-1058.67,25.766,0,0,0,0,2076,1642,0,541,3,0,4689,0,0,0,133834,133834
"Castaway Point, Tiragarde Sound",-1688.04,-1420.53,35.0226,0,0,0,0,2077,1643,0,542,3,0,4689,0,0,0,140802,140802
"Fort Victory, Nazmir",2079.33,176.215,4.74212,0,0,0,0,2078,1642,0,543,1,0,4689,0,0,0,0,69067
"Kennings Lodge, Tiragarde Sound",-921.962,-696.552,115.573,0,0,0,0,2079,1643,0,544,1,0,4689,0,0,0,0,68771
"Grimwatt's Crash, Nazmir",1310.31,1647.5,40.7599,0,0,0,0,2080,1642,0,597,9,0,4689,0,0,63128,0,69067
"Tradewinds Market, Tiragarde Sound",1153.03,-470.301,31.2922,0,0,0,0,2083,1643,0,558,5,0,4689,0,0,0,0,128225
"Norwington Estate, Tiragarde Sound",889.002,1064.59,62.1246,0,0,0,0,2084,1643,0,545,1,0,4689,0,0,0,0,130156
"Tidecross, Stormsong Valley",3346.84,-376.002,18.544,0,0,0,0,2085,1643,0,546,1,0,4689,0,0,0,0,134687
"Brennadam, Stormsong Valley",2495.52,-44.3681,55.2319,0,0,0,0,2086,1643,0,547,1,0,4689,0,0,0,0,134687
"Outrigger Post, Tiragarde Sound",1080.95,2347.85,3.316,0,0,0,0,2087,1643,0,548,1,0,4689,0,0,0,0,130156
"Mildenhall Meadery, Stormsong Valley",2700.28,-547.566,5.33415,0,0,0,0,2088,1643,0,549,1,0,4689,0,0,0,0,138174
"Seekers Vista, Stormsong Valley",3752.62,1068.6,6.9497,0,0,0,0,2089,1643,0,550,3,0,4689,0,0,0,133834,133834
"Hillcrest Pasture, Stormsong Valley",2126.5,349.991,127.709,0,0,0,0,2090,1643,0,551,10,0,4689,0,0,62562,95076,0
"Stonetusk Watch, Stormsong Valley",2636.49,1138.15,97.6796,0,0,0,0,2091,1643,0,552,10,0,4689,0,0,62691,95076,0
"Diretusk Hollow, Stormsong Valley",3298.98,262.875,82.7072,0,0,0,0,2092,1643,0,553,2,0,4689,0,0,0,68773,0
"Ironmaul Overlook, Stormsong Valley",2737.39,-966.679,84.2439,0,0,0,0,2093,1643,0,554,10,0,4689,0,0,0,68773,0
"Warfang Hold, Stormsong Valley",3889.08,423.149,130.457,0,0,0,0,2094,1643,0,555,10,0,4689,0,0,64001,68773,0
"Shrine of the Storm, Stormsong Valley",4252.02,-1080.82,178.713,0,0,0,0,2095,1643,0,556,2,0,4689,0,0,0,87442,0
