Name_lang,InitialRotation_0,InitialRotation_1,InitialRotation_2,ID,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,FirstTimeAcquisitionXP,OrderIndex,Field_12_0_0_63534_015,StartingQuantity,UiModelSceneID
"Bwonsamdi's Golden Gong",0,0,0,1179,0,3,1,1,1661034,7416669,5,245491,1,10,184,2,0,0
"Blue Dazar'alor Rug",0,0,0,1180,0,3,4,1,1590846,7416683,3,243113,1,10,185,2,0,0
"Rectangular Sin'dorei Rug",0,0,0,1181,0,3,4,1,4239026,7416675,5,245286,1,10,186,2,0,0
"Grand Mask of Bwonsamdi, Loa of Graves",0,0,0,1183,0,3,2,1,7555186,7556036,5,245522,1,10,187,3,0,0
"Idol of Pa'ku, Master of Winds",0,0,0,1185,0,3,1,1,1922339,7416679,1,245494,1,10,188,2,0,0
"Pandaren Wooden Table",0,0,0,1187,0,3,1,1,538827,7416681,3,245514,1,10,189,2,0,0
"Golden Loa's Altar",0,0,0,1188,0,3,1,1,2432865,7416697,5,245497,1,10,190,2,0,0
"Stone Zandalari Lamp",0,0,0,1189,0,3,1,1,792633,7416705,1,245521,1,10,191,2,0,0
"Sin'dorei Display Case",0,0,0,1190,0,131,1,1,4239014,7416701,3,245281,1,10,192,0,0,0
"Dazar'alor Forge",0,0,0,1191,0,3,1,1,1696757,7416699,5,245490,1,10,193,2,0,0
"Zuldazar Stool",0,0,0,1192,554702,3,1,1,1597479,7416709,1,245489,1,10,194,2,0,0
"Tired Troll's Bench",0,0,0,1193,563484,3,1,1,1597478,7416711,3,245486,1,10,195,2,0,1452
"Pandaren Stone Wall",0,0,0,1194,0,3,1,1,518523,7416719,1,245509,1,10,196,2,0,0
"Silvermoon Library Bookcase",0,0,0,1195,0,3,1,1,4478904,7416721,3,245282,1,10,197,2,0,0
"Idol of Rezan, Loa of Kings",0,0,0,1196,0,3,1,1,1888157,7416727,1,245493,1,10,198,2,0,0
"Zandalari Weapon Rack",0,0,0,1197,0,3,1,1,1597757,7416731,3,243130,1,10,199,2,0,0
"Long Silvermoon Table",0,0,0,1198,0,3,1,1,4235680,7416735,3,245290,1,10,200,2,0,0
"Zandalari Sconce",0,0,0,1199,0,3,2,1,6653374,7416737,3,245413,1,10,201,2,0,0
"Zandalari Skullfire Lamp",0,0,0,1200,0,3,1,1,6653375,7416741,3,245414,1,10,202,2,0,0
"Pandaren Cooking Table",0,0,0,1201,566046,35,1,1,528075,7416745,5,245508,1,10,203,2,0,0
"Sunsmoke Censer DEPRECATED DONT USE",0,0,0,1204,0,192,1,1,6024532,7416751,100,253496,1,0,961,0,0,0
"Golden Zandalari Bed",0,0,0,1205,0,3,1,1,2098556,7416761,5,245485,1,10,204,3,0,0
"Dark Iron Brazier",0,0,0,1216,0,3,1,1,1018949,7416771,1,245426,1,10,205,2,0,0
"Gilded Zandalari Table",0,0,0,1217,0,3,1,1,1597475,7416757,3,245499,1,10,206,2,0,0
"Red Dazar'alor Tent",0,0,0,1218,0,3,1,1,1629654,7416763,5,245500,1,10,207,2,0,0
"Suramar Dresser",0,0,0,1219,0,3,1,1,6749303,7416767,3,245396,1,10,208,2,0,0
"Embroidered Sunfury Chair",0,0,0,1220,589044,192,1,1,6005270,7416773,100,253497,1,10,895,2,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Furniture_FancyChair01.m2 - DUPLICATE do not use",0,0,0,1221,589045,192,1,1,6005271,7383189,100,253498,1,0,943,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Storage_Barrel01.m2 - DUPLICATE do not use",0,0,0,1222,0,192,1,1,6005276,7416779,100,253499,1,0,944,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Storage_Barrel01_Open.m2",0,0,0,1223,0,131,1,1,6005277,7416785,0,253500,1,0,819,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Navigation_Fence01.m2 - DUPLICATE do not use",0,0,0,1224,0,192,1,1,6005287,0,100,253501,1,0,896,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Structure_Fountain01.m2 - DUPLICATE do not use",0,0,0,1225,0,192,1,1,6023421,7300550,100,243171,1,0,919,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_Chandelier01.m2 - DUPLICATE do not use",0,0,0,1226,618907,192,3,1,6023435,7416799,100,253502,0.30000001192,0,897,0,0,0
"Sin'dorei Winged Chaise",0,0,0,1227,0,3,1,1,6025947,7416803,3,251997,1,10,820,2,0,1452
"[DNT] [AUTOGEN] 12BE_BloodElf_Furniture_Bed01.m2 - DUPLICATE do not use",0,0,0,1228,0,192,1,1,6050850,0,100,253503,1,0,898,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging04.m2 - DUPLICATE do not use",0,0,0,1229,619788,192,2,1,6210870,7416809,100,253504,1,0,945,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Graveyard_Gravestone06.m2",0,0,0,1230,0,131,1,1,6855667,7416813,0,253505,1,0,821,0,0,0
"Stonebull Canoe",0,0,0,1231,0,3,1,1,1255423,7416823,5,245452,1,10,209,2,0,1452
"Thunder Totem Brazier",0,0,0,1232,0,3,1,1,1313217,7416819,5,245451,1,10,210,2,0,0
"Whitewash River Basket",0,0,0,1235,0,3,1,1,1322950,7416825,1,245453,1,10,211,2,0,0
"Enchanted Blood Elven Candelabra",0,0,0,1236,0,3,1,1,6431404,7416827,1,245330,1,10,212,2,0,0
"Zandalari Ritual Drum",0,0,0,1241,0,3,1,1,6653373,7416833,5,245412,1,10,213,2,0,0
"Tauren Leather Fence",0,0,0,1242,0,3,1,1,6711672,7416837,1,245406,1,10,214,2,0,0
"Tauren Fencepost",0,0,0,1243,0,3,1,1,6711673,7416841,1,245407,1,10,215,2,0,0
"Empty Wicker Basket",0,0,0,1244,0,3,1,1,6712067,7416845,1,245335,1,0,216,1,0,0
"Circular Elven Floor Rug",0,0,0,1245,0,3,4,1,6435032,7416849,3,243242,1,0,866,1,0,0
"Rectangular Elven Floor Rug",0,0,0,1246,0,3,4,1,6435033,7416855,5,243243,1,0,801,1,1,0
"Rootbound Vat",0,0,0,1247,0,3,1,1,6865595,7416857,3,253506,1,10,938,2,0,1452
"Large Highmountain Drum",0,0,0,1251,0,3,1,1,6711671,7416861,3,245405,1,10,217,2,0,0
"Tauren Waterwheel",0,0,0,1252,0,3,1,1,6872427,7416865,5,243290,0.30000001192,10,218,3,0,0
"Undermine Round Table",0,0,0,1257,0,3,1,1,5689813,7416869,1,245314,1,10,219,2,0,0
"Undermine Rectangular Table",0,0,0,1258,0,3,1,1,5689815,7416875,3,243312,1,10,220,2,0,0
"Spring-Powered Undermine Chair",0,0,0,1259,541710,3,1,1,5689816,7416879,1,245313,1,10,221,2,0,0
"Rusting Bolted Bench",0,0,0,1260,541711,3,1,1,5689818,7416871,3,245312,1,10,222,2,0,1452
"Very Reliable Undermine Lamppost",0,0,0,1261,0,3,1,1,5689822,7416881,3,245320,1,10,223,2,0,0
"Undermine Fencepost",0,0,0,1262,0,3,1,1,5689824,7416889,1,245319,1,10,224,2,0,0
"Undermine Fence",0,0,0,1263,0,3,1,1,5689825,7416893,1,245318,1,10,225,2,0,0
"Rust-Plated Storage Crate",0,0,0,1264,0,131,1,1,5689832,7416897,1,245322,1,10,226,0,0,0
"Rust-Plated Storage Barrel",0,0,0,1265,0,3,1,1,5689835,7416901,1,245321,1,10,227,2,0,0
"Undermine Market Stall",0,0,0,1266,0,3,1,1,5689844,7416905,5,245325,1,10,228,2,0,0
"Cartel Head's Schmancy Desk",0,0,0,1267,0,3,1,1,5700691,7416909,3,243321,1,10,229,2,0,0
"Undermine Bookcase",0,0,0,1268,0,3,1,1,5721326,7416913,3,245307,1,10,230,2,0,0
"Undermine Wall Shelf",0,0,0,1269,0,3,2,1,5721328,7416917,1,245311,1,10,231,2,0,1452
"Shredderwheel Storage Chest",0,0,0,1270,0,3,1,1,5788112,7416921,3,245323,1,10,232,2,0,0
"Rocket-Powered Fountain",0,0,0,1271,0,3,1,1,5788117,7416925,5,245324,1,10,233,2,0,0
"Trashfire Barrel",0,0,0,1272,0,3,1,1,5788649,7416929,5,245315,0.80000001192,10,234,2,0,0
"Zhevra-Stripe Rug",0,0,0,1273,0,3,4,1,5793046,7416933,5,243327,1,10,235,2,0,0
"""Elegant"" Lawn Flamingo",0,0,0,1274,0,3,1,1,5793083,7416937,3,245308,1,10,236,2,0,0
"Undermine Bean Bag Chair",0,0,0,1275,554705,3,1,1,5793097,7416941,1,245305,1,10,237,2,0,0
"Reinforced Goblin Umbrella",0,0,0,1276,0,3,1,1,5793102,7416945,3,245310,1,10,238,2,0,0
"Rusty Patchwork Tub",0,0,0,1277,0,3,1,1,5793104,7416949,3,245309,1,10,239,2,0,0
"[DNT] Spring-Powered Pointer - DO NOT USE - new asset coming",0,0,0,1279,0,192,1,1,6161221,7416953,1,245317,1,10,240,0,0,0
"Reinforced Wooden Chest",0,0,0,1280,0,3,1,1,6390437,7416957,1,243334,1,0,241,1,0,0
"Tauren Bluff Rug",0,0,0,1281,0,3,4,1,6711674,7416963,3,243335,1,10,242,2,0,0
"Elder Rise Rug",0,0,0,1282,0,3,4,1,6711675,7416965,3,243336,1,10,243,2,0,0
"Bound-Left Silvermoon Drapes",0,0,0,1283,0,3,3,1,6872663,7416969,3,243337,1,0,244,1,0,0
"Bound-Right Silvermoon Drapes",0,0,0,1284,0,3,3,1,6872664,7416973,3,243338,1,0,245,1,0,0
"Warbrave's Brazier",0,0,0,1287,0,3,1,1,1253406,7416977,5,245456,1,10,246,2,0,0
"[DNT] Tauren Hanging Brazier - DO NOT USE - new asset",0,0,0,1288,563486,193,1,1,1253698,7416983,3,245455,1,0,247,0,0,0
"Tauren Vertical Windmill",0,0,0,1291,0,3,1,1,1305130,7416985,5,245461,0.60000002384,10,248,2,0,0
"Tauren Windmill",0,0,0,1292,0,3,1,1,1305135,7416987,5,243359,0.60000002384,10,249,2,0,0
"Small Highmountain Drum",0,0,0,1293,0,3,1,1,1318477,7416995,1,245454,1,10,250,2,0,0
"Riverbend Netting",0,0,0,1294,0,3,1,1,1323065,7416989,5,245457,1,10,251,2,0,0
"Riverbend Jar",0,0,0,1295,0,3,1,1,1327167,7416993,3,245458,1,10,252,2,0,0
"Highmountain Totem",0,0,0,1297,0,3,1,1,1861620,7417005,5,245450,1,10,253,3,0,0
"Skyhorn Storage Chest",0,0,0,1307,0,3,1,1,1402222,7417009,3,245460,1,10,254,2,0,1452
"Tauren Storage Chest",0,0,0,1308,0,3,1,1,1402225,7417013,1,245459,1,10,255,2,0,1452
"Dried Whitewash Corn",0,0,0,1309,0,3,1,1,6877680,7417017,1,245409,1,10,256,2,0,0
"Akunda the Tapestry",0,0,0,1310,0,3,2,1,6877803,7417021,3,245417,1,10,257,2,0,0
"Zanchuli Tapestry",0,0,0,1311,0,3,2,1,6877804,7417025,3,245418,1,10,258,2,0,0
"Zuldazar Fencepost",0,0,0,1312,0,3,1,1,6877805,7417029,1,245416,1,10,259,2,0,0
"Zuldazar Fence",0,0,0,1313,0,3,1,1,6877806,7417033,1,245415,1,10,260,2,0,0
"Tauren Soup Pot",0,0,0,1314,565727,35,1,1,6877807,7417037,3,245408,1,10,261,2,0,1452
"Shadowforge Wooden Box",0,0,0,1315,0,3,1,1,6877809,7417041,1,245333,1,10,262,2,0,0
"Draenor Cookpot",0,0,0,1317,566047,35,1,1,879812,7417045,3,245431,1,10,263,2,0,1452
"Frostwolf Bookcase",0,0,0,1318,0,3,1,1,971699,7417049,3,245438,1,10,264,2,0,0
"Durotar Signal Brazier",0,0,0,1319,0,131,1,1,979934,7417053,3,245439,1,10,265,0,0,0
"Durotar Hanging Brazier",0,0,0,1320,0,131,3,1,979936,7417069,1,245440,1,10,266,0,0,0
"Blackrock Bunkbed",0,0,0,1321,0,3,1,1,1005469,7417067,5,245432,1,10,267,2,0,0
"Blackrock Strongbox",0,0,0,1322,0,3,1,1,1005490,7417057,3,245433,1,10,268,2,0,0
"Orgrimmar Sconce",0,0,0,1323,0,3,2,1,1005503,7417059,3,245434,1,10,269,2,0,0
"Horde Battle Emblem",0,0,0,1324,0,3,2,1,1005505,7417073,1,245435,1,10,270,2,0,0
"Blackrock Weapon Rack",0,0,0,1325,0,3,1,1,1005512,7417077,3,245436,1,10,271,2,0,0
"Orc-Forged Weaponry",0,0,0,1326,0,3,1,1,1005516,7417081,3,245437,1,10,272,2,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Navigation_Signpost01.m2",0,0,0,1327,0,131,1,1,6310378,7417085,0,253507,1,0,962,0,0,0
"Harandar Signpost",0,0,0,1328,0,3,1,1,6330347,7417089,5,253508,1,10,899,2,0,0
"Elegant Padded Divan",0,0,0,1329,570876,3,1,1,6435020,7417093,3,243495,1,0,908,1,0,1452
"[DNT] [AUTOGEN] 12BE_BloodElf_Storage_Rowboat01.m2",0,0,0,1349,0,131,1,1,6024533,7417097,0,244117,1,0,849,0,0,0
"Rectangular Elegant Table",0,0,0,1350,0,3,1,1,6435836,7417101,3,244118,1,0,850,1,0,0
"Orcish Fencepost",0,0,0,1351,0,3,1,1,969535,7417107,1,245441,1,10,273,2,0,0
"Warsong Footrest",0,0,0,1352,554698,3,1,1,971718,7417109,1,245442,1,10,274,2,0,0
"Frostwolf Round Table",0,0,0,1353,0,3,1,1,971720,7417113,3,245443,1,10,275,2,0,0
"Orcish Communal Stove",0,0,0,1354,566048,35,1,1,996155,7417117,3,245444,1,10,276,3,0,0
"Frostwolf Axe-Dart Board",0,0,0,1355,0,3,2,1,996162,7417121,5,245445,1,10,277,2,0,0
"Elegant Almond Table",0,0,0,1356,0,3,1,1,6435023,7417127,3,244169,1,0,949,1,0,0
"Orcish Fence",0,0,0,1405,0,3,1,1,969529,7417129,1,244313,1,10,278,2,0,0
"Frostwall Architect's Table",0,0,0,1406,0,3,1,1,979341,7417133,3,244314,1,10,279,2,0,0
"Orcish Warlord's Planning Table",0,0,0,1407,0,3,1,1,979433,7417137,3,244315,1,10,280,3,0,0
"Warsong Workbench",0,0,0,1408,0,3,1,1,984690,7417143,3,244316,1,10,281,2,0,0
"Orcish Banded Barrel",0,0,0,1409,0,3,1,1,986851,7417151,1,244317,1,10,282,2,0,0
"Wine Barrel",0,0,0,1410,0,3,1,1,987248,7417145,1,244318,1,10,283,2,0,0
"Wooden Shipping Crate",0,0,0,1411,0,3,1,1,987255,7417157,1,244319,1,10,284,2,0,0
"Youngling's Courser Toys",0,0,0,1412,0,3,1,1,996200,7417153,1,244320,2,10,285,2,0,0
"Orcish Lumberjack's Stool",0,0,0,1413,554699,3,1,1,996210,7417161,1,244321,1,10,286,2,0,0
"Frostwolf Banded Stool",0,0,0,1414,554700,3,1,1,996214,7417165,1,244322,1,10,287,2,0,0
"Orcish Sleeping Cot",0,0,0,1415,0,3,1,1,1013304,7417169,3,244323,1,10,288,2,0,0
"Peon's Work Bucket",0,0,0,1416,0,3,1,1,1021574,7417173,1,244324,1,10,289,2,0,0
"Zuldazar Cook's Griddle",0,0,0,1417,566044,35,1,1,6877808,7417177,3,244325,1,10,290,2,0,1452
"Zandalari Wall Shelf",0,0,0,1418,0,3,2,1,6877810,7417181,1,244326,1,10,291,2,0,1452
"[DNT] [AUTOGEN] 11WE_WildElves_Crafting_Workbench01.m2",0,0,0,1423,0,131,1,1,6252851,7417185,0,244340,1,0,851,0,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Crafting_GrindingWheel01.m2",0,0,0,1424,0,131,1,1,6310373,7417189,0,244341,1,0,869,0,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Crafting_GrindingWheel02.m2",0,0,0,1425,0,131,1,1,6310374,7417193,0,244342,1,0,870,0,0,0
"Vessel of the Howling Ossuary",0,0,0,1426,0,3,1,1,6870560,7417199,5,244343,1,10,852,3,0,0
"Griftah's Mystical Polter-Urn",0,0,0,1427,0,3,1,1,6870561,7417203,1,244344,1,10,937,2,0,0
"Forgotten Amani Urn",0,0,0,1428,0,3,1,1,6870562,7417205,1,244345,1,10,921,2,0,0
"[DNT] [AUTOGEN] 12TR_Amani_Ritual_FuneraryUrn01_Destroyed01.m2",0,0,0,1429,0,131,1,1,6870563,7417209,0,244346,1,0,922,0,0,0
"Purified Troll Urn",0,0,0,1430,0,3,1,1,6904849,7417213,3,244347,1,10,900,2,0,0
"[DNT] [AUTOGEN] 12TR_Amani_Ritual_FuneraryUrn05.m2",0,0,0,1431,0,131,1,1,6904850,7417219,0,244348,1,0,939,0,0,0
"[DNT] [AUTOGEN] 12TR_Amani_Ritual_FuneraryUrn04_Destroyed01.m2",0,0,0,1432,0,131,1,1,6904852,7417225,0,244349,1,0,901,0,0,0
"[DNT] [AUTOGEN] 12TR_Amani_Ritual_FuneraryUrn02_Destroyed01.m2",0,0,0,1433,0,131,1,1,6904854,7417221,0,244350,1,0,811,0,0,0
"Sturdy Wall Rack",0,0,0,1434,0,3,2,1,6390438,7468046,3,244530,1,0,292,1,0,0
"Sturdy Fireplace",0,0,0,1435,547193,3,1,1,6390441,7417223,5,244531,1,0,293,1,1,0
"Rugged Stool",0,0,0,1436,554707,3,1,1,6379059,7417233,1,244532,1,0,294,1,0,0
"Iron Chain Chandelier",0,0,0,1437,0,3,3,1,6379085,7417237,1,244533,1,0,295,1,2,0
"Iron-Reinforced Door",0,0,0,1438,547194,3,1,1,6379088,7417241,5,244534,1,0,296,1,1,0
"Tusked Gazebo",0,0,0,1439,0,3,1,1,6435780,7417245,5,244535,1,0,297,1,0,0
"Nightborne Fireplace",0,0,0,1440,0,3,1,1,6905475,7417249,5,244536,1,10,298,2,0,0
"[DNT] Small String of Schmancy Goblin Lights - DO NOT USE - duplicate",0,0,0,1441,0,192,1,1,5649572,0,100,244537,1,100,868,0,0,0
"Silvermoon Sundial",0,0,0,1442,0,3,1,1,6367922,7417257,5,244538,1,10,834,2,0,1452
"Orcish Scribe's Drafting Table",0,0,0,1443,0,3,1,1,974442,7417261,3,244653,1,10,299,2,0,0
"Small Purple Suramar Seat Cushion",0,0,0,1444,0,3,1,1,1361687,7417265,1,244654,1,10,300,2,0,0
"Gilnean Circular Rug",0,0,0,1445,0,3,4,1,1379266,7417269,5,244655,1,10,301,2,0,0
"Silvermoon Painter's Cushion",0,0,0,1446,0,3,1,1,4239029,7417273,1,244656,1,10,302,2,0,0
"Small Silvermoon Seat Cushion",0,0,0,1447,0,131,1,1,4239030,7417277,1,244657,1,10,303,0,0,0
"Triangular Silvermoon Seat Cushion",0,0,0,1448,0,131,1,1,4239031,7417281,1,244658,1,10,304,0,0,0
"Circular Silvermoon Seat Cushion",0,0,0,1449,0,131,1,1,4382562,7417285,1,244659,1,10,305,0,0,0
"Silvermoon Pillow Roll",0,0,0,1450,0,131,1,1,4382563,7417289,1,244660,1,10,306,0,0,0
"Tied-Left Leather Curtains",0,0,0,1451,0,3,2,1,6379081,7417448,3,244661,1,0,307,1,0,0
"Closed Leather Curtains",0,0,0,1452,0,3,2,1,6379082,7417452,5,244662,1,0,308,1,0,0
"Leather Valance",0,0,0,1453,0,3,2,1,6379083,7417456,3,244663,1,0,309,1,0,0
"Tied-Open Folk Curtains",0,0,0,1454,0,3,2,1,6390445,7417460,5,244664,1,0,310,1,0,0
"Closed Folk Curtains",0,0,0,1455,0,3,2,1,6390446,7426266,5,244665,1,0,311,1,0,0
"Durable Folk Valance",0,0,0,1456,0,3,2,1,6390447,7417464,3,244666,1,0,312,1,0,0
"Restful Wooden Bench",0,0,0,1457,554709,3,1,1,6390452,7417468,3,244667,1,0,313,1,0,1452
"Light-Infused Fountain",0,0,0,1458,0,259,1,1,6905005,7417472,5,244668,1,0,314,3,0,1452
"Tiny String of Schmancy Goblin Lights",0,0,0,1459,0,130,3,1,6914978,7417478,1,244669,1,10,315,0,0,0
"Small String of Schmancy Goblin Lights",0,0,0,1460,0,130,3,1,6914979,7417482,1,244670,1,10,316,0,0,0
"Drooping String of Schmancy Goblin Lights",0,0,0,1461,0,130,3,1,6914981,7421813,3,244671,1,10,317,0,0,0
"Very Long String of Schmancy Goblin Lights",0,0,0,1462,0,130,3,1,6914982,7421817,3,244672,1,10,318,0,0,0
"Long String of Schmancy Goblin Lights",0,0,0,1463,0,130,3,1,6914983,7421821,3,244673,1,10,319,0,0,0
"Teal Suramar Seat Cushion",0,0,0,1464,0,3,1,1,1361698,7421825,1,244676,1,10,320,2,0,0
"Purple Suramar Seat Cushion",0,0,0,1465,0,3,1,1,1361699,7421829,1,244677,1,10,321,2,0,0
"Small Red Suramar Seat Cushion",0,0,0,1466,0,3,1,1,1390429,7421833,1,244678,1,10,322,2,0,0
"Surwich Peddler's Wagon",0,0,0,1481,0,3,1,1,304416,7421837,5,244777,1,10,323,2,0,0
"Sethraliss Priest's Pillow",0,0,0,1482,0,3,1,1,1591071,7421841,1,244778,1,10,324,2,0,0
"Sethrak Neckroll Pillow",0,0,0,1484,0,131,1,1,1591072,7421845,1,244779,1,10,325,0,0,0
"Circular Elven Table",0,0,0,1486,0,3,1,1,6435022,7421849,3,244780,1,0,946,1,1,0
"Elegant Wall Drape",0,0,0,1487,0,3,2,1,6435039,7421853,3,244781,1,0,950,1,0,0
"Elven Floral Window",0,0,0,1488,0,3,2,1,6435041,7421857,3,244782,1,0,951,1,2,0
"Majestic Lightwood Table",0,0,0,1489,0,3,1,1,6856603,7421861,3,244783,1,10,909,2,0,0
"[DNT] 12PH_NightElf_INE01_Partition_Pillar.wmo - DO NOT USE - duplicate",0,0,0,1642,0,192,1,2,6892456,0,100,244819,1,0,952,0,0,0
"[DNT] 12PH_NightElf_INE01_Partition_W_S.wmo - DO NOT USE - duplicate",0,0,0,1643,0,192,1,2,6892459,0,100,244820,1,0,953,0,0,0
"[DNT] 12PH_NightElf_INE01_Partition_W_L.wmo - DO NOT USE - duplicate",0,0,0,1644,0,192,1,2,6892458,0,100,244821,1,0,920,0,0,0
"[DNT] 12PH_NightElf_INE01_Partition_W_L_Arch.wmo - DO NOT USE - duplicate",0,0,0,1645,0,192,1,2,6892457,7430607,100,244822,1,0,923,0,0,0
"[DNT] Silvermoon Round Interior Pillar - DO NOT USE - duplicate",0,0,0,1646,0,192,1,2,6892371,0,100,244829,1,100,947,0,0,0
"[DNT] Silvermoon Interior Wall - DO NOT USE - duplicate",0,0,0,1647,0,192,1,2,6892373,0,100,244831,1,100,954,0,0,0
"[DNT] Silvermoon Interior Narrow Wall - DO NOT USE - duplicate",0,0,0,1648,0,192,1,2,6892374,0,100,244832,1,100,835,0,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Crafting_Workbench02.m2",0,0,0,1666,0,131,1,1,6922709,7421865,0,244845,1,0,867,0,0,0
"Head of the Broodmother",0,0,0,1674,0,3,1,1,6927099,7421869,3,244852,1,10,326,4,0,0
"Val'sharah Bookcase",0,0,0,1692,0,3,1,1,1096759,7421873,3,245258,1,10,327,2,0,0
"Small Val'sharah Bookcase",0,0,0,1693,0,3,1,1,1096761,7421877,1,245259,1,10,328,2,0,0
"Kaldorei Chef's Table",0,0,0,1694,0,3,1,1,1240419,7421881,3,245260,1,10,329,2,0,0
"Kaldorei Washbasin",0,0,0,1695,0,3,1,1,1244321,7421885,1,245261,1,10,330,2,0,0
"Zocalo Drinks",0,0,0,1697,0,3,1,1,1707340,7421889,1,245263,1,10,331,2,0,0
"Round Stitched Cushion",0,0,0,1698,0,3,1,1,6379077,7421893,1,245264,1,0,332,1,0,0
"Stitched Pillow Roll",0,0,0,1699,0,3,1,1,6379078,7421897,1,245265,1,0,333,1,0,0
"Iron-Studded Wooden Window",0,0,0,1700,0,3,2,1,6379084,7421901,3,245266,1,0,334,1,2,0
"Charming Seat Cushion",0,0,0,1701,0,3,1,1,6390442,7421905,1,245267,1,0,335,1,0,0
"Checkered Charming Seat Cushion",0,0,0,1702,0,3,1,1,6435011,7421909,1,245268,1,0,336,1,0,0
"Thunder Totem Kiln",0,0,0,1703,0,3,1,1,6892736,7421913,5,245270,0.69999998808,10,337,2,0,0
"Old Salt's Fireplace",0,0,0,1704,0,3,1,1,6905476,7421917,5,245271,1,10,338,2,0,0
"[DNT] Schmancy Goblin String Lights - DO NOT USE",0,0,0,1717,0,192,0,0,0,7011617,1,245349,1,0,339,0,0,0
"[DNT] Schmancy Goblin String Lights - DO NOT USE",0,0,0,1718,0,192,0,0,0,7011617,1,132822,1,0,340,0,0,0
"Orgrimmar Chair",0,0,0,1723,547907,3,1,1,6379057,7421925,1,245532,1,0,343,1,2,0
"Rugged Brazier",0,0,0,1724,0,3,1,1,6379087,7421929,1,245533,1,0,344,1,0,0
"Frostwall Elevated Brazier",0,0,0,1725,0,3,1,1,6711645,7421941,3,245534,1,10,345,2,0,0
"Sturdy Haranir Handcart",0,0,0,1726,0,3,1,1,6310382,7421931,3,245535,1,10,879,2,0,0
"[DNT] [AUTOGEN] 11WE_WildElves_Storage_Handcart02.m2",0,0,0,1727,0,131,1,1,6328512,7421939,0,245536,1,0,880,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Special_GreatVault02.m2",0,0,0,1728,0,130,1,1,6921875,7421945,0,245537,1,0,881,0,0,0
"[DNT] [AUTOGEN] 12BE_BloodElf_Storage_RowBoat_Oar01.m2",0,0,0,1729,0,131,1,1,6926772,7421949,0,245538,1,0,882,0,0,0
"Elegant Enchanted Vanity",0,0,0,1730,0,3,1,1,6930643,7421953,3,245539,1,10,924,2,0,0
"Orgrimmar Nightstand",0,0,0,1736,0,3,1,1,6379068,7421957,1,245545,1,0,346,1,0,0
"Durable Wooden Chest",0,0,0,1737,0,3,1,1,6379069,7421961,1,245546,1,0,347,1,0,0
"Wide Charming Couch",0,0,0,1738,554835,3,1,1,6390431,7421965,3,245547,1,0,348,1,0,1452
"Iron-Reinforced Cupboard",0,0,0,1739,0,3,1,1,6390435,7421969,3,245548,1,0,349,1,0,0
"Trueshot Lodge Fireplace",0,0,0,1740,0,3,1,1,6905474,7421973,5,245549,1,10,350,2,0,0
"Runed Dreamweaver Moonstone",0,0,0,1741,0,3,1,1,7515605,7521260,3,245550,1,10,351,2,0,0
"Worker's Wooden Desk",0,0,0,1742,0,3,1,1,6390433,7421981,3,245551,1,0,352,1,0,0
"[DNT] Cornerstone 02 - DO NOT USE",0,0,0,1743,0,192,1,1,6935311,7421985,3,245552,1,0,353,0,0,0
"Orgrimmar Tusked Bed",0,0,0,1744,0,3,1,1,6379056,7421991,5,245555,1,0,354,1,1,0
"Iron-Reinforced Standing Mirror",0,0,0,1745,0,3,1,1,6390439,7421995,3,245556,1,0,355,1,0,0
"Shaded Suramar Window",0,0,0,1746,0,3,2,1,6924249,7421997,3,245557,1,10,356,2,0,0
"Elaborate Suramar Window",0,0,0,1747,0,3,2,1,6924250,7422001,3,245558,1,10,357,2,0,0
"Octagonal Ochre Window",0,0,0,1748,0,3,2,1,6924251,7422005,3,245559,1,10,358,2,0,0
"Meadery Ochre Window",0,0,0,1749,0,3,2,1,6924252,7422009,3,245560,1,10,359,2,0,0
"Ornate Ochre Window",0,0,0,1750,0,3,2,1,6924253,7422013,3,245561,1,10,360,2,0,0
"[DNT] Cornerstone 01 - DO NOT USE",0,0,0,1751,0,192,1,1,6935310,7422017,3,245562,1,0,361,0,0,0
"Bel'ameth Interior Wall",0,0,0,1770,0,3,1,2,6892458,7135465,3,245575,1,0,362,1,10,0
"Bel'ameth Round Interior Pillar",0,0,0,1771,0,3,1,2,6892456,7135463,3,245576,1,0,363,1,10,0
"Bel'ameth Interior Doorway",0,0,0,1772,0,3,1,2,6892457,7135464,3,245578,1,0,364,1,3,0
