ID,Name_lang,HordeName_lang,EffectArg[0],EffectArg[1],EffectArg[2],EffectScalingPoints[0],EffectScalingPoints[1],EffectScalingPoints[2],GemItemID,TransmogUnlockConditionID,TransmogCost,IconFileDataID,EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],ItemVisual,Flags,RequiredSkillID,RequiredSkillRank,ItemLevel,Charges,Effect[0],Effect[1],Effect[2],ScalingClass,ScalingClassRestricted,Condition_ID,MinLevel,MaxLevel
217,+7 Fire Spell Damage,,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
218,+9 Fire Spell Damage,,7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
219,+10 Fire Spell Damage,,7689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
220,+1 Nature Spell Damage,,7690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
221,+3 Nature Spell Damage,,7691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
222,+4 Nature Spell Damage,,7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
223,+6 Nature Spell Damage,,7693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
224,+7 Nature Spell Damage,,7694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
225,+9 Nature Spell Damage,,7695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
226,+10 Nature Spell Damage,,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
227,+1 Frost Spell Damage,,7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
228,+3 Frost Spell Damage,,7698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
229,+4 Frost Spell Damage,,7699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
230,+6 Frost Spell Damage,,7700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
231,+7 Frost Spell Damage,,7701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
232,+9 Frost Spell Damage,,7702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
233,+10 Frost Spell Damage,,7703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
234,+1 Shadow Spell Damage,,7704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
235,+3 Shadow Spell Damage,,7705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
236,+4 Shadow Spell Damage,,7706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
237,+6 Shadow Spell Damage,,7707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
238,+7 Shadow Spell Damage,,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
239,+9 Shadow Spell Damage,,7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
240,+10 Shadow Spell Damage,,7709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
241,+2 Weapon Damage,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
242,+15 Health,,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
243,+1 Spirit,,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
244,+4 Intellect,,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
245,+5 Armor,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
246,+20 Mana,,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
247,+1 Agility,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
248,+1 Strength,,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
249,+2 Beastslaying,,7784,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0
250,+1  Weapon Damage,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
251,+1 Intellect,,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
252,+6 Spirit,,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
253,Absorption (50),,7849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
254,+25 Health,,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
255,+3 Spirit,,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
256,+5 Fire Resistance,,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
257,+10 Armor,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
263,Fishing Lure (+25 Fishing Skill),,8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
264,Fishing Lure (+50 Fishing Skill),,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
265,Fishing Lure (+75 Fishing Skill),,8084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
266,Fishing Lure (+100 Fishing Skill),,8085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
283,Windfury 1,,33757,0,0,0,0,0,0,0,0,0,20,0,0,81,9,0,0,1,0,3,0,0,0,0,0,0,0
284,Windfury 2,,33757,0,0,0,0,0,0,0,0,0,20,0,0,81,9,0,0,1,0,3,0,0,0,0,0,0,0
285,Flametongue Totem 2,,8248,0,0,0,0,0,0,0,0,0,100,0,0,32,7,0,0,1,0,1,0,0,0,0,0,0,0
286,+2 Weapon Fire Damage,,7711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
287,+4 Weapon Fire Damage,,7721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
288,+6 Weapon Fire Damage,,7722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
289,+8 Weapon Fire Damage,,7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
290,+10 Weapon Fire Damage,,7724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
291,+12 Weapon Fire Damage,,7725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
292,+14 Weapon Fire Damage,,7726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
303,Orb of Fire,,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,1,0,0,0,0,0,0,0,0,0
323,Instant Poison,,8680,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
324,Instant Poison II,,8685,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
325,Instant Poison III,,8689,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
343,+8 Agility,,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
344,+32 Armor,,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
345,+40 Armor,,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
346,+36 Armor,,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
347,+44 Armor,,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
348,+48 Armor,,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
349,+9 Agility,,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
350,+8 Intellect,,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
351,+8 Spirit,,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
352,+8 Strength,,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
353,+8 Stamina,,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
354,+9 Intellect,,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
355,+9 Spirit,,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
356,+9 Stamina,,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
357,+9 Strength,,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
358,+10 Agility,,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
359,+10 Intellect,,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
360,+10 Spirit,,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
361,+10 Stamina,,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
362,+10 Strength,,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
363,+11 Agility,,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
364,+11 Intellect,,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
365,+11 Spirit,,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
366,+11 Stamina,,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
367,+11 Strength,,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
368,+12 Agility,,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
369,+12 Intellect,,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
370,+12 Spirit,,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
371,+12 Stamina,,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
372,+12 Strength,,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
383,+52 Armor,,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
384,+56 Armor,,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
385,+60 Armor,,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
386,+16 Armor,,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
387,+17 Armor,,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
388,+18 Armor,,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
389,+19 Armor,,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
403,+13 Agility,,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
404,+14 Agility,,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
405,+13 Intellect,,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
406,+14 Intellect,,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
407,+13 Spirit,,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
408,+14 Spirit,,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
409,+13 Stamina,,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
410,+13 Strength,,4,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
411,+14 Stamina,,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
412,+14 Strength,,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
423,+1 Spell Power,,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
424,+2 Spell Power,,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
425,Black Temple Dummy,,9394,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,1,0,0,0,0,0,0,0,0,0
426,+5 Spell Power,,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
427,+6 Spell Power,,9396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
428,+7 Spell Power,,45,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
429,+8 Spell Power,,45,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
430,+9 Spell Power,,45,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
431,+11 Spell Power,,45,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
432,+12 Spell Power,,45,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
433,+11 Fire Spell Damage,,9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
434,+13 Fire Spell Damage,,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
435,+14 Fire Spell Damage,,9401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
436,+70 Critical Strike Rating,,32,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
437,+11 Frost Spell Damage,,9402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
438,+13 Frost Spell Damage,,9403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
439,+14 Frost Spell Damage,,9404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
440,+9 Spell Power,,45,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
441,+11 Spell Power,,45,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
442,+12 Spell Power,,45,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
443,+11 Nature Spell Damage,,9409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
444,+13 Nature Spell Damage,,9410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
445,+14 Nature Spell Damage,,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
446,+11 Shadow Spell Damage,,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
447,+13 Shadow Spell Damage,,9413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
448,+14 Shadow Spell Damage,,9414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
463,Mithril Spike (16-20),,9782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
464,+4% Mount Speed,,7215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
483,Sharpened (+6 Damage),,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
484,Weighted (+6 Damage),,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
503,Rockbiter 4,,0,0,0,0,0,0,0,0,0,0,10,0,0,61,9,0,0,1,0,6,0,0,0,0,0,0,0
504,+80 Rockbiter,,0,0,0,0,0,0,0,0,0,0,80,0,0,61,9,0,0,1,0,2,0,0,0,0,0,0,0
523,Flametongue 4,,15569,0,0,0,0,0,0,0,0,0,100,0,0,32,9,0,0,1,0,3,0,0,0,0,0,0,0
524,Frostbrand 3,,10458,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,1,0,1,0,0,0,0,0,0,0
525,Windfury 3,,33757,0,0,0,0,0,0,0,0,0,20,0,0,81,9,0,0,1,0,3,0,0,0,0,0,0,0
543,Flametongue Totem 3,,10523,0,0,0,0,0,0,0,0,0,100,0,0,32,7,0,0,1,0,1,0,0,0,0,0,0,0
563,Windfury Totem 2,,10608,0,0,0,0,0,0,0,0,0,20,0,0,81,7,0,0,1,0,1,0,0,0,0,0,0,0
564,Windfury Totem 3,,10610,0,0,0,0,0,0,0,0,0,20,0,0,81,7,0,0,1,0,1,0,0,0,0,0,0,0
583,+1 Agility / +1 Spirit,,3,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
584,+1 Agility / +1 Intellect,,3,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
585,+1 Agility / +1 Stamina,,3,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
586,+1 Agility / +1 Strength,,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
587,+1 Intellect / +1 Spirit,,5,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
588,+1 Intellect / +1 Stamina,,5,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
589,+1 Intellect / +1 Strength,,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
590,+1 Spirit / +1 Stamina,,6,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
591,+1 Spirit / +1 Strength,,6,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
592,+1 Stamina / +1 Strength,,7,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,5,0,0,0,0,0,0
603,Crippling Poison II,,11201,0,0,0,0,0,0,0,0,0,30,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
623,Instant Poison IV,,11335,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
624,Instant Poison V,,11336,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
625,Instant Poison VI,,11337,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
626,Deadly Poison III,,11353,0,0,0,0,0,0,0,0,0,30,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
627,Deadly Poison IV,,11354,0,0,0,0,0,0,0,0,0,30,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
643,Mind-Numbing Poison III,,11398,0,0,0,0,0,0,0,0,0,20,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
663,Scope (+5 Damage),,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,2,0,0,0,0,0,30,0
664,Scope (+7 Damage),,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,2,0,0,0,0,0,40,0
683,Rockbiter 6,,0,0,0,0,0,0,0,0,0,0,30,0,0,61,9,0,0,1,0,6,0,0,0,0,0,0,0
684,+15 Strength,,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
703,Wound Poison,,13218,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
704,Wound Poison II,,13222,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
705,Wound Poison III,,13223,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
706,Wound Poison IV,,13224,0,0,0,0,0,0,0,0,0,100,0,0,26,9,0,0,1,0,1,0,0,0,0,0,0,0
723,+3 Intellect,,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
724,+3 Stamina,,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
743,+2 Stealth,,13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
744,+20 Armor,,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
763,+5 Shield Block Rating,,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
783,+10 Armor,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
803,Fiery Weapon,,13897,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,1,0,0,0,0,0,0,0
804,+10 Shadow Resistance,,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
805,+4 Weapon Damage,,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
823,+3 Strength,,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
843,+30 Mana,,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
844,+2 Mining,,13611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
845,+2 Herbalism,,13614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
846,+5 Fishing,,71691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
847,+1 All Stats,,13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
848,+30 Armor,,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
849,+3 Agility,,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
850,+35 Health,,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
851,+5 Spirit,,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
852,+5 Stamina,,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
853,+6 Beastslaying,,13650,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0
854,+6 Elemental Slayer,,13651,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,3,0,0,0,0,0,0,0
855,+5 Fire Resistance,,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
856,+5 Strength,,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
857,+50 Mana,,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
863,+10 Shield Block Rating,,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
864,+4 Weapon Damage,,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
865,+5 Skinning,,13697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
866,+2 All Stats,,13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
883,+15 Agility,,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
884,+50 Armor,,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
903,+3 All Resistances,,13796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
904,+5 Agility,,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
905,+5 Intellect,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0
906,+5 Mining,,13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
