Description_lang,Title_lang,Reward_lang,ID,Instance_ID,Faction,Supercedes,Category,Minimum_criteria,Points,Flags,Ui_order,IconFileID,RewardItemID,Criteria_tree,Shares_criteria,CovenantID,HiddenBeforeDisplaySeason,LegacyAfterTimeEvent
"Wielder of Atiesh, Greatstaff of the Guardian.","Atiesh, Greatstaff of the Guardian",,425,-1,-1,0,15271,1,0,2048,16,135226,0,3394,0,0,0,0
"Wielder of a set of Warglaives of Azzinoth.","Warglaives of Azzinoth",,426,-1,-1,0,15271,0,0,2048,12,135561,0,1875,0,0,0,0
"Wielder of Thunderfury, Blessed Blade of the Windseeker.","Thunderfury, Blessed Blade of the Windseeker",,428,-1,-1,0,15271,0,0,2048,15,135349,0,3756,0,0,0,0
"Wielder of Sulfuras, Hand of Ragnaros.","Sulfuras, Hand of Ragnaros",,429,-1,-1,0,15271,0,0,2048,1,133066,0,522,0,0,0,0
"Owner of Amani War Bear.","Amani War Bear",,430,-1,-1,0,15269,1,0,133120,15,132117,0,3254,0,0,0,0
"Earned the title, ""Hand of A'dal"".","Hand of A'dal",,431,-1,-1,0,15278,0,0,2048,6,133502,0,2243,0,0,0,0
"Earned the title, ""Champion of the Naaru"".","Champion of the Naaru",,432,-1,-1,0,15278,0,0,2048,5,133531,0,6551,0,0,0,0
"Earned the title, ""Grand Marshal"" at level 60.","Grand Marshal",,433,-1,1,0,15279,0,0,2048,31,236590,0,80,0,0,0,0
"Earned the title, ""Field Marshal"" at level 60.","Field Marshal",,434,-1,1,0,15279,0,0,2048,30,236589,0,5517,0,0,0,0
"Earned the title, ""Commander"" at level 60.",Commander,,435,-1,1,0,15279,0,0,2048,28,236587,0,3142,0,0,0,0
"Earned the title, ""Lieutenant Commander"" at level 60.","Lieutenant Commander",,436,-1,1,0,15279,0,0,2048,27,236586,0,83,0,0,0,0
"Earned the title, ""Knight-Champion"" at level 60.",Knight-Champion,,437,-1,1,0,15279,0,0,2048,26,236585,0,6353,0,0,0,0
"Earned the title, ""Knight-Captain"" at level 60.",Knight-Captain,,438,-1,1,0,15279,0,0,2048,25,236584,0,2477,0,0,0,0
"Earned the title, ""Knight"" at level 60.",Knight,,439,-1,1,0,15279,0,0,2048,23,236582,0,86,0,0,0,0
"Earned the title, ""Sergeant Major"" at level 60.","Sergeant Major",,440,-1,1,0,15279,0,0,2048,22,236581,0,2226,0,0,0,0
"Earned the title, ""Master Sergeant"" at level 60.","Master Sergeant",,441,-1,1,0,15279,0,0,2048,21,236580,0,3699,0,0,0,0
"Earned the title, ""Private"" at level 60.",Private,,442,-1,1,0,15279,0,0,2048,18,236577,0,6659,0,0,0,0
"Earned the title, ""High Warlord"" at level 60.","High Warlord",,443,-1,0,0,15279,0,0,2048,17,236625,0,2229,0,0,0,0
"Earned the title, ""Lieutenant General"" at level 60.","Lieutenant General",,444,-1,0,0,15279,0,0,2048,14,236622,0,5649,0,0,0,0
"Earned the title, ""Warlord"" at level 60.",Warlord,,445,-1,0,0,15279,0,0,2048,16,236624,0,279,0,0,0,0
"Earned the title, ""General"" at level 60.",General,,446,-1,0,0,15279,0,0,2048,15,236623,0,282,0,0,0,0
"Earned the title, ""Champion"" at level 60.",Champion,,447,-1,0,0,15279,0,0,2048,13,236621,0,6350,0,0,0,0
"Earned the title, ""Centurion"" at level 60.",Centurion,,448,-1,0,0,15279,0,0,2048,12,236620,0,2232,0,0,0,0
"Earned the title, ""Blood Guard"" at level 60.","Blood Guard",,449,-1,0,0,15279,0,0,2048,9,236618,0,7413,0,0,0,0
"Earned the title, ""Senior Sergeant"" at level 60.","Senior Sergeant",,450,-1,0,0,15279,0,0,2048,6,236615,0,4630,0,0,0,0
"Earned the title, ""Stone Guard"" at level 60.","Stone Guard",,451,-1,0,0,15279,0,0,2048,8,236617,0,3108,0,0,0,0
"Earned the title, ""First Sergeant"" at level 60.","First Sergeant",,452,-1,0,0,15279,0,0,2048,7,236616,0,1449,0,0,0,0
"Earned the title, ""Sergeant"" at level 60.",Sergeant,,453,-1,0,0,15279,0,0,2048,5,236614,0,6966,0,0,0,0
"Earned the title, ""Scout"" at level 60.",Scout,,454,-1,0,0,15279,0,0,2048,3,236612,0,3659,0,0,0,0
"Participated in the realm first defeat of Sartharion the Onyx Guardian in 25-player mode.","Realm First! Obsidian Slayer","Title Reward: Obsidian Slayer",456,615,-1,0,81,0,0,768,139,236471,0,10281,0,0,0,0
"First person on the realm to achieve level 80.","Realm First! Level 80",,457,-1,-1,0,81,0,0,0,32,236569,0,1872,0,0,0,0
"First rogue on the realm to achieve level 80.","Realm First! Level 80 Rogue",,458,-1,-1,0,81,0,0,256,69,135428,0,2694,0,0,0,0
"First warrior on the realm to achieve level 80.","Realm First! Level 80 Warrior",,459,-1,-1,0,81,0,0,256,64,135328,0,3352,0,0,0,0
"First mage on the realm to achieve level 80.","Realm First! Level 80 Mage",,460,-1,-1,0,81,0,0,256,61,135150,0,5109,0,0,0,0
"First death knight on the realm to achieve level 80.","Realm First! Level 80 Death Knight",,461,-1,-1,0,81,0,0,256,58,135771,0,2169,0,0,0,0
"First hunter on the realm to achieve level 80.","Realm First! Level 80 Hunter",,462,-1,-1,0,81,0,0,256,55,135495,0,3702,0,0,0,0
"First warlock on the realm to achieve level 80.","Realm First! Level 80 Warlock",,463,-1,-1,0,81,0,0,256,52,136020,0,2697,0,0,0,0
"First priest on the realm to achieve level 80.","Realm First! Level 80 Priest",,464,-1,-1,0,81,0,0,256,49,135167,0,1219,0,0,0,0
"First paladin on the realm to achieve level 80.","Realm First! Level 80 Paladin",,465,-1,-1,0,81,0,0,256,46,132325,0,1760,0,0,0,0
"First druid on the realm to achieve level 80.","Realm First! Level 80 Druid",,466,-1,-1,0,81,0,0,256,43,132136,0,1754,0,0,0,0
"First shaman on the realm to achieve level 80.","Realm First! Level 80 Shaman",,467,-1,-1,0,81,0,0,256,40,136012,0,1769,0,0,0,0
"Earned the title, ""Grunt"" at level 60.",Grunt,,468,-1,0,0,15279,0,0,2048,4,236613,0,1772,0,0,0,0
"Earned the title, ""Legionnaire"" at level 60.",Legionnaire,,469,-1,0,0,15279,0,0,2048,10,236619,0,439,0,0,0,0
"Earned the title, ""Corporal"" at level 60.",Corporal,,470,-1,1,0,15279,0,0,2048,19,236578,0,1775,0,0,0,0
"Earned the title, ""Sergeant"" at level 60.",Sergeant,,471,-1,1,0,15279,0,0,2048,20,236579,0,1667,0,0,0,0
"Earned the title, ""Knight-Lieutenant"" at level 60.",Knight-Lieutenant,,472,-1,1,0,15279,0,0,2048,24,236583,0,3561,0,0,0,0
"Earned the title, ""Marshal"" at level 60.",Marshal,,473,-1,1,0,15279,0,0,2048,29,236588,0,1008,0,0,0,0
"Defeat the bosses in Utgarde Keep.","Utgarde Keep",,477,574,-1,0,14806,0,10,0,1,236528,0,4309,0,0,0,0
"Defeat the bosses in The Nexus.","The Nexus",,478,576,-1,0,14806,0,10,0,3,236498,0,1729,0,0,0,0
"Defeat the bosses in Caverns of Time: Stratholme.","The Culling of Stratholme",,479,595,-1,0,14806,0,10,0,23,236478,0,1704,0,0,0,0
"Defeat the bosses in Azjol-Nerub.",Azjol-Nerub,,480,601,-1,0,14806,0,10,0,5,236468,0,2172,0,0,0,0
"Defeat the bosses in Ahn'kahet: The Old Kingdom.","Ahn'kahet: The Old Kingdom",,481,619,-1,0,14806,0,10,0,7,236463,0,6281,0,0,0,0
"Defeat the bosses in Drak'Tharon Keep.","Drak'Tharon Keep",,482,600,-1,0,14806,0,10,0,9,250122,0,1748,0,0,0,0
"Defeat Cyanigosa in The Violet Hold.","The Violet Hold",,483,608,-1,0,14806,0,10,0,11,236513,0,1710,0,0,0,0
"Defeat the bosses in Gundrak.",Gundrak,,484,604,-1,0,14806,0,10,0,13,236488,0,1839,0,0,0,0
"Defeat the boss encounters in Halls of Stone.","Halls of Stone",,485,599,-1,0,14806,0,10,0,15,236518,0,901,0,0,0,0
"Defeat the bosses in Halls of Lightning.","Halls of Lightning",,486,602,-1,0,14806,0,10,0,17,236523,0,1011,0,0,0,0
"Defeat the bosses in The Oculus.","The Oculus",,487,578,-1,0,14806,0,10,0,19,236503,0,2177,0,0,0,0
"Defeat the bosses in Utgarde Pinnacle.","Utgarde Pinnacle",,488,575,-1,0,14806,0,10,0,21,236533,0,3760,0,0,0,0
"Defeat the Utgarde Keep bosses on Heroic Difficulty.","Heroic: Utgarde Keep",,489,574,-1,477,14806,0,10,0,2,236527,0,2774,0,0,0,0
"Defeat The Nexus bosses on Heroic Difficulty.","Heroic: The Nexus",,490,576,-1,478,14806,0,10,0,4,236497,0,7611,0,0,0,0
"Defeat the Azjol-Nerub bosses on Heroic Difficulty.","Heroic: Azjol-Nerub",,491,601,-1,480,14806,0,10,0,6,236467,0,896,0,0,0,0
"Defeat the Ahn'kahet: The Old Kingdom bosses on Heroic Difficulty.","Heroic: Ahn'kahet: The Old Kingdom",,492,619,-1,481,14806,0,10,0,8,236462,0,8999,0,0,0,0
"Defeat the Drak'Tharon Keep bosses on Heroic Difficulty.","Heroic: Drak'Tharon Keep",,493,600,-1,482,14806,0,10,0,10,250121,0,8381,0,0,0,0
"Defeat Cyanigosa in The Violet Hold on Heroic Difficulty.","Heroic: The Violet Hold",,494,608,-1,483,14806,0,10,0,12,236512,0,120,0,0,0,0
"Defeat the Gundrak bosses on Heroic Difficulty.","Heroic: Gundrak",,495,604,-1,484,14806,0,10,0,14,236487,0,14228,0,0,0,0
"Defeat the boss encounters in the Halls of Stone on Heroic Difficulty.","Heroic: Halls of Stone",,496,599,-1,485,14806,0,10,0,16,236517,0,3136,0,0,0,0
"Defeat the Halls of Lightning bosses on Heroic Difficulty.","Heroic: Halls of Lightning",,497,602,-1,486,14806,0,10,0,18,236522,0,2780,0,0,0,0
"Defeat The Oculus bosses on Heroic Difficulty.","Heroic: The Oculus",,498,578,-1,487,14806,0,10,0,20,236502,0,2786,0,0,0,0
"Defeat the Utgarde Pinnacle bosses on Heroic Difficulty.","Heroic: Utgarde Pinnacle",,499,575,-1,488,14806,0,10,0,22,236532,0,2183,0,0,0,0
"Defeat the Caverns of Time: Stratholme bosses on Heroic Difficulty.","Heroic: The Culling of Stratholme",,500,595,-1,479,14806,0,10,0,24,236477,0,5741,0,0,0,0
"Complete 50 quests.","50 Quests Completed",,503,-1,-1,0,96,0,10,0,2,236664,0,4808,0,0,0,0
"Complete 100 quests.","100 Quests Completed",,504,-1,-1,503,96,0,10,0,3,236665,0,1845,0,0,0,0
"Complete 250 quests.","250 Quests Completed",,505,-1,-1,504,96,0,10,0,4,236666,0,4633,0,0,0,0
"Complete 500 quests.","500 Quests Completed",,506,-1,-1,505,96,0,10,0,5,236667,0,7344,0,0,0,0
"Complete 1000 quests.","1000 Quests Completed",,507,-1,-1,506,96,0,10,0,6,236668,0,1017,0,0,0,0
"Complete 1500 quests.","1500 Quests Completed",,508,-1,-1,507,96,0,10,0,7,236669,0,1848,0,0,0,0
"Get 10000 honorable kills.","10000 Honorable Kills",,509,-1,-1,512,95,0,10,4096,7,236655,0,549,0,0,0,0
"Get 5000 honorable kills.","5000 Honorable Kills",,512,-1,-1,516,95,0,10,0,6,236652,0,5781,0,0,0,0
"Get 100 honorable kills.","100 Honorable Kills",,513,-1,-1,238,95,0,10,0,3,236648,0,2547,0,0,0,0
"Get 500 honorable kills.","500 Honorable Kills",,515,-1,-1,513,95,0,10,0,4,236649,0,1851,0,0,0,0
"Get 1000 honorable kills.","1000 Honorable Kills",,516,-1,-1,515,95,0,10,0,5,236650,0,3652,0,0,0,0
"Defeat ""Captain"" Cookie.",Deadmines,,628,-1,-1,0,14808,1,10,0,2,134169,0,3809,0,0,0,0
"Raise 30 reputations to Exalted.","30 Exalted Reputations",,518,-1,-1,519,201,0,10,131200,7,236686,0,77086,0,0,0,0
"Raise 25 reputations to Exalted.","25 Exalted Reputations",,519,-1,-1,520,201,0,10,131200,6,236685,0,77258,0,0,0,0
"Raise 20 reputations to Exalted.","20 Exalted Reputations",,520,-1,-1,521,201,0,10,131200,5,236684,0,77430,0,0,0,0
"Raise 15 reputations to Exalted.","15 Exalted Reputations",,521,-1,-1,524,201,0,10,131200,4,236683,0,77602,0,0,0,0
"Raise a reputation to Exalted.","Somebody Likes Me",,522,-1,-1,0,201,0,10,131072,1,236681,0,78118,0,0,0,0
"Raise 5 reputations to Exalted.","5 Exalted Reputations",,523,-1,-1,522,201,0,10,131200,2,236681,0,77946,0,0,0,0
"Raise 10 reputations to Exalted.","10 Exalted Reputations",,524,-1,-1,523,201,0,10,131200,3,236682,0,77774,0,0,0,0
"Visit a Barber Shop and alter your appearance.","Shave and a Haircut",,545,-1,-1,0,92,0,10,0,27,133801,0,461,0,0,0,0
"Buy 7 additional bank slots.","Safe Deposit",,546,-1,-1,0,92,0,10,0,14,132594,0,4070,0,0,0,0
"Complete the Dragonblight quests leading up to and including the Return to Angrathar.","Veteran of the Wrathgate",,547,-1,-1,0,14863,1,10,0,14,236797,0,8043,0,0,0,0
"Equip an epic item in every slot with a minimum item level of 213 (prior to Battle for Azeroth).",Epic,,556,-1,-1,0,15446,0,0,2048,19,132885,0,0,0,0,0,0
"Equip a superior item in every slot with a minimum item level of 187 (prior to Battle for Azeroth).",Superior,,557,-1,-1,0,15446,0,0,2048,11,135865,0,0,0,0,0,0
"Win a greed roll on a superior or better item above level 185 by rolling 100.",Greedy,,558,-1,-1,0,15446,0,0,2048,30,133787,0,204,0,0,0,0
"Win a need roll on a superior or better item above level 185 by rolling 100.",Needy,,559,-1,-1,0,15446,0,0,2048,31,133784,0,270,0,0,0,0
"Fish up Gahz'ranka in Zul'Gurub using the Mudskunk Lure.","Deadliest Catch",,560,-1,-1,0,15278,0,0,2048,3,134169,0,8133,0,0,0,0
"Uphold D.E.H.T.A's beliefs by completing all of the quests up to and including the Assassination of Harold Lane.","D.E.H.T.A's Little P.I.T.A.",,561,-1,-1,0,14863,0,10,0,13,236732,0,6469,0,0,0,0
"Defeat the bosses of The Arachnid Quarter of Naxxramas in 10-player mode.","The Arachnid Quarter (10 player)",,562,533,-1,0,14922,0,10,0,5,135442,0,1082,0,0,0,0
"Defeat the bosses of The Arachnid Quarter of Naxxramas in 25-player mode.","The Arachnid Quarter (25 player)",,563,533,-1,0,14922,0,10,0,6,135442,0,1430,0,0,0,0
"Defeat the bosses of The Construct Quarter of Naxxramas in 10-player mode.","The Construct Quarter (10 player)",,564,533,-1,0,14922,0,10,0,7,236271,0,5750,0,0,0,0
"Defeat the bosses of The Construct Quarter of Naxxramas in 25-player mode.","The Construct Quarter (25 player)",,565,533,-1,0,14922,0,10,0,8,236271,0,3083,0,0,0,0
"Defeat the bosses of The Plague Quarter of Naxxramas in 10-player mode.","The Plague Quarter (10 player)",,566,533,-1,0,14922,0,10,0,9,133781,0,8192,0,0,0,0
"Defeat the bosses of The Plague Quarter of Naxxramas in 25-player mode.","The Plague Quarter (25 player)",,567,533,-1,0,14922,0,10,0,10,133781,0,3370,0,0,0,0
"Defeat the bosses of The Military Quarter of Naxxramas in 10 player mode.","The Military Quarter (10 player)",,568,533,-1,0,14922,0,10,0,11,135771,0,3204,0,0,0,0
"Defeat the bosses of The Military Quarter of Naxxramas in 25-player mode.","The Military Quarter (25 player)",,569,533,-1,0,14922,0,10,0,12,135771,0,5806,0,0,0,0
"Defeat Sapphiron in Naxxramas in 10-player mode.","Sapphiron's Demise (10 player)",,572,533,-1,0,14922,0,10,0,13,134155,0,5858,0,0,0,0
"Defeat Sapphiron in Naxxramas in 25-player mode.","Sapphiron's Demise (25 player)",,573,533,-1,0,14922,0,10,0,14,134155,0,951,0,0,0,0
"Defeat Kel'Thuzad in Naxxramas in 10-player mode.","Kel'Thuzad's Defeat (10 player)",,574,533,-1,0,14922,0,10,0,15,135444,0,3877,0,0,0,0
"Defeat Kel'Thuzad in Naxxramas in 25-player mode.","Kel'Thuzad's Defeat (25 player)",,575,533,-1,0,14922,0,10,0,16,135444,0,954,0,0,0,0
"Defeat every boss in Naxxramas in 10-player mode.","The Fall of Naxxramas (10 player)",,576,-1,-1,0,14922,0,25,131072,17,236493,0,14873,0,0,0,0
"Defeat every boss in Naxxramas in 25-player mode.","The Fall of Naxxramas (25 player)",,577,-1,-1,0,14922,0,50,131072,18,236490,0,8744,0,0,0,0
"Defeat the bosses of Naxxramas with less than 9 people in the zone in 10-player mode.","The Dedicated Few (10 player)",,578,533,-1,0,14922,0,25,0,19,136187,0,4487,0,0,0,0
"Defeat the bosses of Naxxramas with less than 21 people in the zone in 25-player mode.","The Dedicated Few (25 player)",,579,533,-1,0,14922,0,50,0,20,136187,0,4503,0,0,0,0
"Defeat Lava Guard Gordoth.","Ragefire Chasm",,629,-1,-1,0,14808,1,10,0,1,135726,0,4327,0,0,0,0
"In a single Alterac Valley battle, assault a graveyard, defend a graveyard, assault a tower, defend a tower and slay someone in the Field of Strife.","Alterac Valley All-Star",,582,30,-1,0,14801,0,20,0,15,135919,0,5560,0,0,0,0
"Assault and Defend 2 bases in a single Arathi Basin match.","Arathi Basin All-Star",,583,-1,-1,0,14802,0,20,0,14,236310,0,7604,0,0,0,0
"Get five honorable kills at each of the bases in a single Arathi Basin battle.","Arathi Basin Assassin",,584,-1,-1,0,14802,0,20,0,15,132205,0,4847,0,0,0,0
"Eye of the Storm flags captured","Eye of the Storm flags captured",,585,-1,-1,0,153,0,0,1,10,136243,0,1278,0,0,0,0
"Warsong Gulch flags returned","Warsong Gulch flags returned",,586,-1,-1,0,153,0,0,1,34,136243,0,5224,0,0,0,0
"In a single Eye of the Storm battle, get 5 honorable kills at each of the bases.","Stormy Assassin",,587,566,-1,0,14803,0,10,0,9,236154,0,4060,0,0,0,0
"Total Honorable Kills","Total Honorable Kills",,588,-1,-1,0,136,0,0,1,1,136243,0,1123,0,0,0,0
,"Highest 5v5 team rating",,589,-1,-1,0,152,0,0,524289,44,136243,0,5227,0,0,0,0
,"Highest 3v3 team rating",,590,-1,-1,0,152,0,0,524289,45,136243,0,1857,0,0,0,0
,"Highest 3v3 personal rating",,595,-1,-1,0,152,0,0,1,42,136243,0,5492,0,0,0,0
,"Highest 5v5 personal rating",,596,-1,-1,0,152,0,0,524289,41,136243,0,2156,0,0,0,0
"Kill 5 Alliance players in each of the cities listed below.","Wrath of the Horde",,603,-1,0,0,95,0,10,0,21,135445,0,5203,0,0,0,0
"Kill 5 Horde players in each of the cities listed below.","Wrath of the Alliance",,604,-1,1,0,95,0,10,0,22,135438,0,5209,0,0,0,0
"Receive a Coin of Ancestry.","A Coin of Ancestry",,605,-1,-1,0,160,0,10,0,1,133858,0,1307,0,0,0,0
"Receive 5 Coins of Ancestry.","5 Coins of Ancestry",,606,-1,-1,605,160,0,10,0,2,133858,0,192,0,0,0,0
"Receive 10 Coins of Ancestry.","10 Coins of Ancestry",,607,-1,-1,606,160,0,10,0,3,133858,0,5495,0,0,0,0
"Receive 25 Coins of Ancestry.","25 Coins of Ancestry",,608,-1,-1,607,160,0,10,0,4,133858,0,1818,0,0,0,0
"Receive 50 Coins of Ancestry.","50 Coins of Ancestry",,609,-1,-1,608,160,0,10,0,5,133858,0,948,0,0,0,0
"Damage High Overlord Saurfang until he humors you by pretending to die.","Orgrimmar Offensive",,610,1,1,0,15279,0,0,2048,108,132338,0,18950,0,0,0,0
"Kill Baine Bloodhoof.","Bleeding Bloodhoof",,611,1,1,0,15279,0,0,2048,118,236555,0,5498,0,0,0,0
"Kill Lady Sylvanas Windrunner in Orgrimmar.","Downing the Dark Lady",,612,-1,1,0,15279,0,0,2048,109,236560,0,5501,0,0,0,0
"Kill Lor'themar Theron.","Killed in Quel'Thalas",,613,530,1,0,95,0,10,0,24,236558,0,428,0,0,0,0
"Slay the leaders of the Horde.","For the Alliance!","Reward: Black War Bear",614,-1,1,0,95,0,20,131072,25,132486,44223,5769,0,0,0,0
"Kill King Anduin Wrynn.","Storming Stormwind",,615,0,0,0,15279,0,0,2048,117,236557,0,4369,0,0,0,0
"Kill Representatives Moira Thaurissan, Muradin Bronzebeard and Falstad Wildhammer.","Overthrow the Council",,616,0,0,0,95,0,10,0,26,236805,0,1095,0,0,0,0
"Kill High Priestess Tyrande Whisperwind.","Immortal No More",,617,1,0,0,15279,0,0,2048,11,236561,0,3209,0,0,0,0
"Kill Prophet Velen.","Putting Out the Light",,618,530,0,0,95,0,10,0,27,236559,0,4909,0,0,0,0
"Slay the leaders of the Alliance.","For the Horde!","Reward: Black War Bear",619,-1,0,0,95,0,20,131072,29,132485,44224,2961,0,0,0,0
"Collect a tabard slot appearance.",Represent,,621,-1,-1,0,15246,0,10,131072,1,135026,0,60642,0,0,0,0
"Defeat Malygos in 10-player mode.","The Spellweaver's Downfall (10 player)",,622,616,-1,0,14922,0,10,0,41,236504,0,7617,0,0,0,0
"Defeat Malygos in 25-player mode.","The Spellweaver's Downfall (25 player)",,623,616,-1,0,14922,0,25,0,42,236505,0,1581,0,0,0,0
"Defeat Sartharion the Onyx Guardian and the Twilight Drakes with fewer than 9 players in 10-player mode.","Less Is More (10 player)",,624,615,-1,0,14922,0,10,0,3,236472,0,2265,0,0,0,0
"Defeat Sartharion the Onyx Guardian in 25-player mode.","Besting the Black Dragonflight (25 player)",,625,615,-1,0,14922,0,25,0,2,236470,0,2271,0,0,0,0
"Purchase a festive pant suit or festive dress with Coins of Ancestry.","Lunar Festival Finery",,626,-1,-1,0,160,1,10,0,6,132700,0,4901,0,0,0,0
"Explore Dun Morogh, revealing the covered areas of the world map.","Explore Dun Morogh",,627,-1,-1,0,14777,0,10,2097152,2,236755,0,5681,0,0,0,0
"Defeat Mutanus the Devourer.","Wailing Caverns",,630,-1,-1,0,14808,1,10,0,3,236425,0,7357,0,0,0,0
"Defeat Lord Godfrey.","Shadowfang Keep",,631,-1,-1,0,14808,1,10,0,4,412514,0,3382,0,0,0,0
"Defeat Aku'mai.","Blackfathom Deeps",,632,-1,-1,0,14808,0,10,0,5,236403,0,4230,0,0,0,0
"Defeat Hogger.","Stormwind Stockade",,633,34,-1,0,14808,1,10,0,6,134163,0,3385,0,0,0,0
"Defeat Mekgineer Thermaplugg.",Gnomeregan,,634,-1,-1,0,14808,1,10,0,8,236424,0,3812,0,0,0,0
"Defeat Charlga Razorflank.","Razorfen Kraul",,635,-1,-1,0,14808,1,10,0,7,236405,0,811,0,0,0,0
"Defeat Amnennar the Coldbringer.","Razorfen Downs",,636,-1,-1,0,14808,1,10,0,9,236400,0,817,0,0,0,0
"Defeat High Inquisitor Whitemane in Scarlet Monastery.","Scarlet Monastery",,637,1004,-1,0,14808,0,10,0,11,135955,0,3990,0,0,0,0
"Defeat Archaedas.",Uldaman,,638,-1,-1,0,14808,1,10,0,12,236401,0,822,0,0,0,0
"Defeat Chief Ukorz Sandscalp.",Zul'Farrak,,639,209,-1,0,14808,0,10,0,13,236406,0,828,0,0,0,0
"Defeat Princess Theradras.",Maraudon,,640,-1,-1,0,14808,1,10,0,14,236432,0,831,0,0,0,0
"Defeat Shade of Eranikus.","Sunken Temple",,641,-1,-1,0,14808,1,10,0,15,236434,0,8188,0,0,0,0
"Defeat Emperor Dagran Thaurissan.","Blackrock Depths",,642,-1,-1,0,14808,1,10,0,16,236410,0,248,0,0,0,0
"Defeat Overlord Wyrmthalak.","Lower Blackrock Spire",,643,-1,-1,0,14808,1,10,0,17,236429,0,7684,0,0,0,0
"Defeat each wing of Dire Maul.","King of Dire Maul",,644,429,-1,0,14808,0,10,0,18,132340,0,4978,0,0,0,0
"Defeat Darkmaster Gandling.",Scholomance,,645,1007,-1,0,14808,0,10,0,19,135974,0,253,0,0,0,0
"Defeat the evil masterminds inhabiting Stratholme.",Stratholme,,646,329,-1,0,14808,0,10,0,21,237511,0,257,0,0,0,0
"Defeat Omor the Unscarred.","Hellfire Ramparts",,647,-1,-1,0,14805,1,10,0,1,236427,0,957,0,0,0,0
"Defeat Keli'dan the Breaker.","The Blood Furnace",,648,542,-1,0,14805,0,10,0,2,236417,0,962,0,0,0,0
