Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID
,,945,66496,0,237144,4,48,-1,6,7
,,946,66497,0,237146,2,48,1,6,7
,,947,66498,0,132123,3,48,4,6,7
,,948,66499,0,135128,3,48,7,6,7
,,949,66500,0,134015,6,48,6,6,7
,,950,66531,0,133712,9,48,-1,6,7
,,951,66532,0,387415,9,48,7,6,7
,,952,66533,0,134239,9,48,7,6,7
,,953,66534,0,134532,0,48,-1,6,7
,,954,66535,0,132197,5,48,6,6,7
,,955,66536,0,236196,2,48,-1,6,7
,,956,66537,0,134060,7,48,-1,6,7
,,957,66538,0,134297,4,48,-1,6,7
,,958,66539,0,237579,8,48,-1,6,7
,,959,66540,0,656553,8,48,3,6,7
,,960,66541,0,656554,8,48,3,6,7
,,961,66542,0,132806,8,48,3,6,7
,,962,66543,0,134539,1,48,7,6,7
,,963,66544,0,135794,6,48,-1,6,7
,,964,66545,0,132849,5,48,2,6,7
,,965,66613,0,655866,8,48,-1,6,7
,,966,66614,0,250626,2,48,-1,6,7
,,967,66615,0,250626,2,48,-1,6,7
,,968,66616,0,133730,3,48,-1,6,7
,,969,66618,0,237272,3,48,6,6,7
,,970,66619,0,134555,3,48,-1,6,7
,,971,66620,0,134154,3,48,-1,6,7
,,972,66996,0,237441,3,48,7,6,7
,,973,66997,0,236233,1,48,0,6,7
,,974,66624,0,134324,4,48,-1,6,7
,,975,66626,0,134895,7,48,-1,6,7
,,976,66627,0,651538,7,48,-1,6,7
,,977,66628,0,133941,6,48,2,6,7
,,978,66629,0,132247,9,48,-1,6,7
,,979,66631,0,236243,7,48,2,6,7
,,980,66806,0,294474,4,48,-1,6,7
,,981,66807,0,463491,7,48,-1,6,7
,,982,66808,0,136116,5,48,-1,6,7
,,983,66802,0,399040,6,48,0,6,7
,,984,66804,0,237144,4,48,-1,6,7
,,985,66805,0,134396,6,48,-1,6,7
,,986,66809,0,132196,7,48,-1,6,7
,,987,66810,0,136199,5,48,-1,6,7
,,988,66811,0,464139,6,48,-1,6,7
,,989,66812,0,134936,4,48,-1,6,7
,,990,66813,0,236193,2,48,-1,6,7
,,991,66814,0,132211,7,48,-1,6,7
,,992,66709,0,133936,8,48,-1,6,7
,,993,66710,0,132211,7,48,-1,6,7
,,994,66711,0,236196,2,48,4,6,7
,,995,66715,0,648918,7,48,4,6,7
,,996,66716,0,646148,6,48,0,6,7
,,997,66718,0,133939,6,48,1,6,7
,,998,66712,0,648918,7,48,-1,6,7
,,999,66713,0,656345,8,48,4,6,7
,,1000,66714,0,236193,2,48,4,6,7
,,1001,66719,0,237397,7,48,4,6,7
,,1002,66720,0,254857,4,48,4,6,7
,,1003,66721,0,250626,2,48,4,6,7
,,1004,66923,0,133942,8,48,0,6,7
,,1005,66925,0,442735,4,48,4,6,7
,,1006,66926,0,135851,6,48,6,6,7
,,1007,66722,0,644001,7,48,4,6,7
,,1008,66723,0,399041,6,48,0,6,7
,,1009,66724,0,132186,8,48,4,6,7
,,1010,66725,0,645906,8,48,4,6,7
,,1011,66726,0,652138,1,48,4,6,7
,,1012,66728,0,646325,4,48,4,6,7
"Legend has it that a seadragon turtle just like this one grew up to become Shen-zin Su, the Wandering Isle. Perhaps your little turtle will grow into something amazing?","|cFFFFD200Pet Battle:|r  Krasarang Wilds|n|cFFFFD200Event:|r  Wanderer's Festival",1013,67022,0,656342,8,26,4,6,7
"The larval form of this moth is world-renowned for creating the finest silk in Azeroth.","|cFFFFD200Profession: |rTailoring (Imperial Silk)",1039,67230,132574,236193,2,2,3,6,7
"This plump red caterpillar is world-renowned for creating the finest silk in Azeroth.","|cFFFFD200Profession:|r Tailoring (Imperial Silk)|n",1040,67233,132580,648918,4,2,3,6,7
"Be careful, he might eat all your crops!","|cFFFFD200Quest:|r Sho, Requires Exalted Friendship Faction|n|cFFFFD200Zone:|r Valley of the Four Winds",1042,63370,123784,646325,4,26,1,6,7
"Most of Violet's numerous forest strider hatchlings are turned into Faire fare by Stamp Thunderhorn, though a few are raised as mounts or purchased by adventurers looking for a petite purple pet.","|cFFFFD200Vendor: |rLhara|n|cFFFFD200Zone: |rDarkmoon Island|n|cFFFFD200Cost: |r90|TINTERFACE\ICONS\inv_misc_ticket_darkmoon_01:0|t",1061,67319,132762,132198,4,2,2,6,7
"Their eerie green light, reminiscent of fel flames, is occasionally seen flitting through the twisted trees of Darkmoon Island.","|cFFFFD200Pet Battle:|r Darkmoon Island|n",1062,67329,0,135799,2,26,4,6,7
"Don't even think about cheating now.","|cFFFFD200Drop:|r Darkmoon Pet Supplies|n",1063,67332,132789,136155,5,2,0,6,7
,|n,1065,67384,0,136155,5,48,4,6,7
,,1066,67382,0,132159,7,48,4,6,7
,,1067,67383,0,133015,9,48,4,6,7
"While smaller than the infamous ravens of Gilneas, crows are no less clever or cunning.","|cFFFFD200Pet Battle: |rOccasionally appears alongside other creatures during battles on Darkmoon Island.",1068,67443,0,645217,2,26,4,6,7
"Terky is as shy as she is adorable, preferring the company of close friends over new ones.","|cFFFFD200Promotion:|r iCoke Taiwan",1073,16445,28487,656558,0,114,7,6,7
"A playful, purring pyromaniac. Don't pet these kittens without fireproof mittens!","|cFFFFD200Pet Store|r",1117,68267,134538,666530,6,16466,9,6,7
"These spirits represent the heart of Pandaria's elemental powers.","|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n",1124,68466,134892,774324,6,2,1,6,7
"These spirits represent the heart of Pandaria's elemental powers.","|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n",1125,68467,134894,774322,6,2,1,6,7
"These spirits represent the heart of Pandaria's elemental powers.","|cFFFFD200Quest: |rPandaren Spirit Tamer|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n",1126,68468,134895,774323,6,2,1,6,7
"Affectionate and curious, these kittens seem to find the most peculiar hiding places.","|cFFFFD200Promotion:|r Battle.net World Championship Shanghai 2012",1127,68502,132759,298591,5,114,9,6,7
"A rodent of usual size.","|cFFFFD200Pet Battle:|r Krasarang Wilds",1128,68506,0,645526,7,26,4,6,7
,,1129,68555,0,651538,4,1072,4,6,7
,,1130,68567,0,134153,1,48,4,6,7
,,1131,68568,0,236196,2,48,4,6,7
,,1132,68569,0,133922,8,48,4,6,7
,,1133,68570,0,643423,8,48,4,6,7
,,1134,68572,0,252178,5,48,4,6,7
,,1135,68575,0,236193,2,48,4,6,7
,,1136,68571,0,630863,1,48,4,6,7
,,1137,68573,0,648644,7,48,4,6,7
,|n|n,1138,68577,0,656560,6,48,1,6,7
,,1139,68580,0,774324,6,48,-1,6,7
,,1140,68579,0,774322,6,48,-1,6,7
,,1141,68578,0,774323,6,48,-1,6,7
"Created for one purpose and one purpose alone: to punch little critters, as hard as it possibly can.","|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r30|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",1142,68601,135156,134152,9,18,2,6,7
"Found in a dusty egg clutch at the back of Maexxna's lair, these creatures are already undead when they hatch.","|cFFFFD200Drop: |rMaexxna|n|cFFFFD200Zone: |rNaxxramas",1143,68656,135254,134899,3,2,0,6,7
"Loatheb's body is covered in small pods capable of spreading blighted fungal spores up to 1000 yards given proper wind conditions.","|cFFFFD200Drop: |rLoatheb|n|cFFFFD200Zone: |rNaxxramas",1144,68657,135255,571319,3,2,0,6,7
"Upon exiting the freezing necropolis of Naxxramas, Mr. Bigglesworth promptly found a warm spot in the sun to take a long nap in.","|cFFFFD200Achievement: |rRaiding with Leashes|n|cFFFFD200Category: |rCollect",1145,68655,135256,656579,3,82,5,6,7
"When Gluth died to a band of brave adventurers, these lil' guys were found in the corpse, gnawing on giant, undead bones.","|cFFFFD200Drop: |rGluth|n|cFFFFD200Zone: |rNaxxramas",1146,68654,135257,133718,3,2,0,6,7
"Few of these fiery harbingers remain following Ragnaros' defeat in the Firelands.","|cFFFFD200Drop: |rSulfuron Harbinger|n|cFFFFD200Zone: |rMolten Core",1147,68665,135258,132312,0,2,0,6,7
"These tiny flame imps roam the Molten Core in large swarms and can replenish their numbers rapidly.","|cFFFFD200Drop: |rMagmadar|n|cFFFFD200Zone: |rMolten Core",1149,68664,135259,136218,0,2,0,6,7
"The cooled core of Golemagg, it appears to retain some semi-sentient properties.","|cFFFFD200Drop: |rGolemagg the Incinerator|n|cFFFFD200Zone: |rMolten Core|n",1150,68666,135259,237011,6,2,0,6,7
"One of Razorgore's eggs that miraculously survived in Blackwing Lair.","|cFFFFD200Drop: |rRazorgore the Untamed|n|cFFFFD200Zone: |rBlackwing Lair",1151,68661,135263,236469,1,2,0,6,7
"Opponents that face this fierce chromatic monstrosity just hope it doesn't have Time Stop!","|cFFFFD200Drop: |rChromaggus|n|cFFFFD200Zone: |rBlackwing Lair",1152,68662,135264,377270,1,2,0,6,7
"A runt of the Black Talon, left to guard the whelps.","|cFFFFD200Drop: |rBroodlord Lashlayer|n|cFFFFD200Zone: |rBlackwing Lair",1153,68663,135265,236472,1,2,0,6,7
"This small globule didn't make it back to Viscidus in time to re-form.","|cFFFFD200Drop: |rViscidus|n|cFFFFD200Zone: |rAhn'Qiraj",1154,68660,135266,132108,5,2,0,6,7
"An anubisath idol from the Temple of Ahn'qiraj, infused with ancient qiraji magic.","|cFFFFD200Drop: |rEmperor Vek'lor|n|cFFFFD200Zone: |rAhn'Qiraj",1155,68659,135267,134908,0,2,0,6,7
"The bane of many an adventurer, to look into its eyes is to truly know madness.","|cFFFFD200Drop: |rThe Prophet Skeram|n|cFFFFD200Zone: |rAhn'Qiraj",1156,68658,135268,134896,5,2,0,6,7
"They only get more beautiful as they age.","|cFFFFD200Pet Battle:|r Northern Barrens",1157,68804,0,132921,0,26,4,6,7
"Hunted by locals for years, this is an extremely rare specimen.","|cFFFFD200Pet Battle:|r Feralas",1158,68805,0,458252,0,26,4,6,7
"Most people have never read this book.","|cFFFFD200Pet Battle:|r Hillsbrad Foothills|n",1159,68806,0,133740,5,26,4,6,7
"Never take your eye off of it.","|cFFFFD200Pet Battle:|r Deadwind Pass|n",1160,68819,0,134416,5,26,4,6,7
"You better believe he knows what time it is.","|cFFFFD200Pet Battle:|r Caverns of Time|n",1161,68820,0,298656,1,26,4,6,7
"Originally created by the engineers in the bowels of Gnomeregan, the Fluxfire Feline is a marvel of modern engineering.","|cFFFFD200Pet Battle:|r Gnomeregan|n",1162,68838,0,668552,9,26,4,6,7
"The engineering wizards in Everlook created this unique cub as a test model.  Unfortunately a few went rogue and were never recovered.","|cFFFFD200Pet Battle:|r Winterspring|n",1163,68839,0,773096,9,26,4,6,7
"This model of raptors is produced in the Blade's Edge Mountains.  Their robotic roars are a common sound near Toshley Station.","|cFFFFD200Pet Battle:|r Blade's Edge Mountains|n",1164,68841,0,774414,9,26,4,6,7
"The runts of Malygos brood, these whelplings are prized for their boundless arcane magics.","|cFFFFD200Pet Battle:|r Coldarra|n",1165,68845,0,797547,1,26,4,6,7
"Indigenous to the peaks of Kun-Lai Summit, this rare yeti is much more dangerous than it looks.","|cFFFFD200Pet Battle:|r Kun-Lai Summit|n",1166,68846,0,797882,0,26,4,6,7
"These beautiful drakes can be found across the shores of Northrend.","|cFFFFD200Pet Battle:|r Sholazar Basin|n",1167,68850,0,587740,1,26,4,6,7
"Murki is one of the world's rarest species of murloc.","|cFFFFD200Promotion:|r Korean Promotional Event",1168,15361,25018,132834,0,16466,7,6,7
"A fel-tainted tome whose secrets are so terrible and bizarre that its pages have taken on an eerie semblance of life. Found on many a warlock's nightstand.","|cFFFFD200Trading Card Game:|r Betrayal of the Guardian",1174,69208,136484,355498,5,34,8,6,7
"Touched by lightning, these dangerous rodents should be kept at a safe distance.","|cFFFFD200Pet Battle: |rIsle of Thunder",1175,69648,0,796787,6,26,4,6,7
"Can you believe how cute I am?  Me neither.","|cFFFFD200Quest:|r Beasts of Fable|n",1176,69649,137568,774009,7,82,1,6,7
"Born of sand, these dangerous creatures can form and disperse in the blink of an eye.","|cFFFFD200Drop:|r Throne of Thunder|n|n",1177,69748,137977,796636,6,2,0,6,7
"Loyal to the Sunreavers from creation, these pint-sized constructs can still pack a punch.","|cFFFFD200Drop: |rHaywire Sunreaver Construct|n|cFFFFD200Zone: |rIsle of Thunder",1178,69778,138082,838516,9,2,0,6,7
"Lightning can be seen flowing across its body, teeth to tail.","|cFFFFD200Pet Battle: |rIsle of Thunder",1179,69794,0,801473,6,26,4,6,7
"This unique raptor was born on the island of Zandalar and transported here along with the rest of the Zandalari army.","|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants",1180,69796,138087,797325,7,2,0,6,7
"These snakes have been known to swallow gnomes in one gulp.","|cFFFFD200Pet Battle: |rIsle of Thunder",1181,69818,0,801474,7,26,4,6,7
"Probably best not to touch it.","|cFFFFD200Pet Battle: |rIsle of Thunder",1182,69819,0,804969,8,26,4,6,7
"Forged in the Throne of Thunder, these tiny creations are servants of the great Dark Animus.","|cFFFFD200Drop:|r Animus|n|cFFFFD200Zone:|r Throne of Thunder",1183,69820,138161,838812,9,2,0,6,7
"Even at this tiny size, Direhorns are known to wreak havoc on unsuspecting victims.","|cFFFFD200Achievement: |rBrutal Pet Brawler|n|cFFFFD200Category: |rBattle",1184,69849,138287,840541,7,82,5,6,7
"Something about this creature looks familiar...","|cFFFFD200Quest: |rA Large Pile of Giant Dinosaur Bones|n|cFFFFD200Zone: |rIsle Of Giants",1185,69848,138285,838549,5,2,1,6,7
,,1187,68558,0,644001,7,1072,4,6,7
,,1188,68559,0,645906,8,1072,4,6,7
,,1189,68560,0,646378,7,1072,4,6,7
,,1190,68561,0,646325,4,1072,4,6,7
,,1191,68562,0,133936,8,1072,4,6,7
,,1192,68563,0,237398,7,1072,4,6,7
,,1193,68564,0,633440,8,1072,4,6,7
,,1194,68565,0,646059,4,1072,4,6,7
,,1195,68566,0,643423,8,1072,4,6,7
"These cuddly rascals enjoy basking in the sun, sleeping in the sun, and napping in the sun.","|cFFFFD200Quest:|r Beasts of Fable|n",1196,69891,138380,774009,7,2,1,6,7
"The white fur of the Snowy Panda allows it to hide in the snowbanks of Kun-Lai Summit.","|cFFFFD200Quest:|r Beasts of Fable|n",1197,69893,138381,838693,7,2,1,6,7
"Cousin to the Snowy Panda, Mountain Pandas reside in the lower regions of Kun-Lai Summit.","|cFFFFD200Quest:|r Beasts of Fable|n",1198,69892,138382,838691,7,2,1,6,7
"Don't pet the pointy end. Note: all of the ends are pointy.","|cFFFFD200Drop: |rHorridon|n|cFFFFD200Zone: |rThrone of Thunder",1200,70083,138825,840540,7,2,0,6,7
"Some Pandaren believe G'nathus to be an ancient Zandalari Loa left behind to guard the waters south of Lei Shen's island citadel.","|cFFFFD200Drop: |rG'nathus|n|cFFFFD200Zone: |rTownlong Steppes",1201,70098,138913,133898,8,2,0,6,7
"Deadly offspring of the Ancient Mother, Ji-Kun Hatchlings are considered sacred treasures in many cultures.","|cFFFFD200Drop:|r Ji-Kun|n|cFFFFD200Zone:|r Throne of Thunder",1202,70144,139148,838694,2,2,0,6,7
"Every cook's dream wrapped up in a perfect bundle of metal and bolts. Too bad what he cooks up isn't suitable for humanoid consumption. According to Jard's notes, he intends to make this little guy for his friend, Emily Cole.","|cFFFFD200Profession:|r Engineering|n",1204,70082,138824,798062,9,2,3,6,7
"The Zandalari breed specific Direhorn species for their small size for use as mounts.","|cFFFFD200Drop: |rDirehorns|n|cFFFFD200Zone:|r Isle of Giants|n",1205,70154,139153,840542,7,2,0,6,7
"The red scales on these fish are believed to be a warning to predators of the Townlong Steppes and the Dread Wastes that their flesh is toxic. Dedicated fishermen can sometimes befriend one.","|cFFFFD200Profession:|r Fishing",1206,70257,139361,850139,8,2,3,6,7
"These little guys can be found in the waters of the Timeless Isle, or swimming alongside Jewel Danio or Redbelly Mandarin. Dedicated fishermen can sometimes befriend one.","|cFFFFD200Profession:|r Fishing",1207,70258,139362,850137,8,2,3,6,7
"It is believed that the green coloration and stripes on the tiny green carp serve as camouflage in the waters of the Jade Forest, Valley of the Four Winds and the Krasarang Wilds. Dedicated fishermen can sometimes befriend one.","|cFFFFD200Profession:|r Fishing",1208,70259,139363,850138,8,2,3,6,7
,,1268,72053,0,840541,7,48,-1,6,7
,,1269,72054,0,516665,2,48,-1,6,7
"These hardy fish can survive in a wide range of climates, from the snow capped mountains of Kun-Lai Summit to the temperate, salty waters of the oceans around Pandaria. Dedicated fishermen can sometimes befriend one.","|cFFFFD200Profession:|r Fishing|n",1209,70260,139365,850140,8,2,3,6,7
"These tiny minions of Zandalar are adept at stowing away within the cargo holds of the enormous Zandalari warships.","|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants",1211,70451,139932,797326,7,2,0,6,7
"Even at this size, these raptors can eviscerate an entire cow in less than 10 seconds.","|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants",1212,70452,139933,797327,7,2,0,6,7
"These adorable beasts are both cuddly and huggable, provided you do not enjoy having a face.","|cFFFFD200Drop: |rZandalari Dinomancer|n|cFFFFD200Zone: |rIsle Of Giants",1213,70453,139934,797328,7,2,0,6,7
"The oft-forgotten offspring of the Big Bad Wolf, found gorged and asleep in a basket of sweets.","|cFFFFD200Drop: |rThe Big Bad Wolf|n|cFFFFD200Zone: |rKarazhan",1226,71014,141433,463876,0,2,0,6,7
"Primary responsibilities include dusting Medivh's many magical artifacts, an activity which has claimed the life, sanity, or physical composition of the many caretakers preceding Moroes.","|cFFFFD200Drop: |rThe Curator|n|cFFFFD200Zone: |rKarazhan",1227,71015,141434,236513,9,2,0,6,7
"Upon leaving Netherspace, Malchezaar's Abyssals become strangely distorted by Karazhan's magical protections, rendering them tiny, and much less likely to spontaneously erupt in flames.","|cFFFFD200Drop: |rPrince Malchezaar|n|cFFFFD200Zone: |rKarazhan",1228,71016,141435,615096,5,2,0,6,7
"A minion of Terestian Illhoof, this tricky imp was left in Karazhan when the portal to the Twisting Nether closed behind it.","|cFFFFD200Drop: |rTerestian Illhoof|n|cFFFFD200Zone: |rKarazhan",1229,71033,141451,460856,0,2,0,6,7
"An astounding find for the scientific community of Azeroth, who have long pondered, often in taverns, what a baby Sea Giant might look like.","|cFFFFD200Drop: |rMorogrim Tidewalker|n|cFFFFD200Zone: |rSerpentshrine Cavern",1230,71017,141436,443382,8,2,0,6,7
"The spawn of Hydross, considered by the elemental community to be the ""Earl of Puddles.""","|cFFFFD200Drop: |rHydross the Unstable|n|cFFFFD200Zone: |rSerpentshrine Cavern",1231,71018,141437,136030,6,2,0,6,7
"It is unknown how Lady Vashj empowers these Fen Striders with their mind-bending powers; even at an early age this creature shows significant psychic ability.","|cFFFFD200Drop: |rLady Vashj|n|cFFFFD200Zone: |rSerpentshrine Cavern",1232,71019,141446,254502,5,2,0,6,7
"Sent through the Twisting Nether by the great Archimonde the Defiler to terrorize tiny civilizations with their medium-sized stomping noises.","|cFFFFD200Drop: |rVoid Reaver|n|cFFFFD200Zone: |rTempest Keep|n|n",1233,71020,141447,466089,9,2,0,6,7
"The lanterns carried by Voidcallers bridge the realms of the living and the dead, and often attract wayward ghosts and spirits.","|cFFFFD200Drop: |rHigh Astromancer Solarian|n|cFFFFD200Zone: |rTempest Keep|n",1234,71021,141448,538447,5,2,0,6,7
"These brightly-colored dragonhawks carry Kael'thas' forces swiftly and unerringly through the nether storm surrounding the Eye.","|cFFFFD200Drop: |rAl'ar|n|cFFFFD200Zone: |rTempest Keep|n",1235,71022,141449,132188,1,2,0,6,7
"Though generally an expert at taking stage direction, the show had to be stopped on more than one occasion when Tito and Roar would lock eyes, resulting in an extended chase around the Karazhan Opera House.","|cFFFFD200Achievement: |rRaiding with Leashes II: Attunement Edition|n|cFFFFD200Category: |rCollect",1236,71023,141450,133695,7,82,5,6,7
"The trolls have a long and storied history of summoning hydras. While he might not be the biggest or strongest hydra, Gahz'rooki will bite your fingers quite hard if you get too close.","|cFFFFD200Vendor: |rRavika|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\inv_drink_31_embalmingfluid:0|t|n|n|cFFFFD200Vendor: |rTenuki|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\inv_drink_31_embalmingfluid:0|t",1237,71159,141789,463493,8,2,2,6,7
"Val'kyr are considered ""unborn"" until they vanquish a creature of high nobility.","|cFFFFD200Pet Battle: |rNorthrend",1238,71163,0,851119,3,26,4,6,7
"The dark pools in Primordius' chamber laid stagnant after the fall of the mogu, and murky thoughts began to coalesce.","|cFFFFD200Drop:|r Primordius|n|cFFFFD200Zone: |rThrone of Thunder|n|cFFFFD200Difficulty: |rLooking For Raid|n",1243,71199,142028,237513,5,2,0,6,7
"These malicious oozes are highly sensitive to Primordius' pheromone signature.","|cFFFFD200Drop:|r Primordius|n|cFFFFD200Zone: |rThrone of Thunder|n|cFFFFD200Difficulty: |rNormal or Heroic|n",1244,71200,142029,576309,5,2,0,6,7
"Battle pet trainers are strongly encouraged to wash their hands for at least 30 minutes after playing with the filthling.","|cFFFFD200Drop: |rQuivering Filth",1245,71201,142030,576313,5,2,0,6,7
,,1247,71438,0,327502,8,1072,4,6,7
"This budding ancient is a unique variety in Azeroth, created from the ever-living branches of the Great Tree, and can bloom in any season.","|cFFFFD200Promotion|r |n",1248,71488,142880,874857,6,16466,7,6,7
"Murkimus Tyrannicus walks softly, but carries a big mrrglrrglrgl.","|cFFFFD200Promotion:|r Arena Tournament 2013|n",1255,71655,143637,135129,0,176,7,6,7
"This little guy seems to like to hang out at the fringes of cataclysmic events. There is no evidence to suggest he has anything to do with the cause of these events, though - he's probably just an observer. Or maybe he just gets lost on his trek to other places.","|cFFFFD200Profession:|r Engineering|n",1256,71693,143703,876476,9,2,3,6,7
"Likely to flip out and kill someone.","|cFFFFD200Drop:|r Developers|n",1257,71700,143732,618977,0,50,0,6,7
,,1258,71816,0,648803,3,48,2,6,7
,,1259,71844,0,132196,7,48,4,6,7
"Fierce and loyal, Xu-Fu loves to hunt by moonlight.  Once during a full moon, he killed and ate an entire Ironfur Great Bull, prompting a two day nap.","|cFFFFD200Vendor:|r Tournament of Celestials",1266,71942,145696,877410,7,82,2,6,7
,,1267,72009,0,877410,7,1072,4,6,7
,,1271,72055,0,132847,5,48,-1,6,7
"Moonfang's cubs grow into massive, slavering, black-furred killing machines...except for Moon Moon.","|cFFFFD200Drop: |rMoonfang|n|cFFFFD200Zone: |rDarkmoon Island",1276,72160,144761,538568,7,2,0,6,7
,,1277,72100,0,133015,9,48,-1,6,7
,,1278,72098,0,136024,6,48,-1,6,7
,,1279,72099,0,133784,4,48,-1,6,7
,,1280,72103,0,669467,6,48,-1,6,7
,,1281,72102,0,646325,4,48,-1,6,7
,,1282,72101,0,646378,7,48,-1,6,7
,,1283,72105,0,652138,1,48,-1,6,7
,,1284,72104,0,655994,5,48,-1,6,7
,,1285,72106,0,132150,2,48,-1,6,7
,,1286,71898,0,132266,7,48,-1,6,7
,,1287,72097,0,668552,9,48,-1,6,7
,,1288,71897,0,797882,0,48,-1,6,7
,,1289,72109,0,254857,4,48,-1,6,7
,,1290,72108,0,645906,8,48,-1,6,7
,,1291,72107,0,646059,3,48,-1,6,7
,,1292,72110,0,574570,0,48,-1,6,7
,,1293,72111,0,574570,0,48,-1,6,7
,,1295,72112,0,574570,0,48,-1,6,7
,,1296,72113,0,633440,8,48,-1,6,7
,,1297,72114,0,135862,6,48,-1,6,7
,,1298,72115,0,893779,5,48,-1,6,7
,,1299,72118,0,237441,3,48,-1,6,7
,,1300,72116,0,441880,1,48,-1,6,7
,,1301,72117,0,134158,1,48,-1,6,7
"Chi-Chi tries to inspires hope with her loud squawk and by chasing, and eventually eating, butterflies.","|cFFFFD200Vendor: |rMaster Li|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r3|TINTERFACE\ICONS\INV_MISC_TRINKETPANDA_07:0|t",1303,72462,145697,877514,2,82,2,6,7
"A master sculptor devoted her life to creating an incomparably beatufiul statue, inspired by her love and reverence for Yu'lon.  When the sculptor passed away, Yu'lon breathed a fraction of her essence into the statue, bringing Yu'la into the world.","|cFFFFD200Vendor: |rMaster Li|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r3|TINTERFACE\ICONS\INV_MISC_TRINKETPANDA_07:0|t",1304,72463,145698,877408,1,82,2,6,7
"Always on the lookout for a fight or some tasty grass, Zao keeps his head down and eyes forward.","|cFFFFD200Vendor:|r Tournament of Celestials",1305,72464,145699,900317,7,82,2,6,7
,,1311,72285,0,877514,2,1072,4,6,7
,,1317,72291,0,877408,1,1072,4,6,7
,,1319,72290,0,900317,7,1072,4,6,7
"This handsome little robot is the spitting image of his ""Dad"", Blingtron 4000.  As a Blingtron's generosity circuits don't mature until they have been built to maximum specification, you shouldn't expect any free handouts from him.","|cFFFFD200Drop:|r Blingtron Gift Package|n",1320,73011,147124,773178,9,2,0,6,7
"Crane chicks of the Timeless Isle sometimes sing a curious song that calms the nerves and soothes the soul.","|cFFFFD200Drop:|r Crane Nest|n|cFFFFD200Zone: |rTimeless Isle",1321,73534,0,646586,2,2,0,6,7
"The first bombling created in the Underhold, Siegecrafter Blackfuse couldn't bear to see it destroyed, and kept it as a friendly, if explosive, pet.","|cFFFFD200Drop:|r Siegecrafter Blackfuse|n|cFFFFD200Raid:|r Siege of Orgrimmar",1322,73352,15048,897633,9,2,0,6,7
"The Ashleaf Sprites of the Timeless Isle tirelessly protect the vegetation of the island from the burning fury of Ordos and his minions.","|cFFFFD200Drop:|r Leafmender|n|cFFFFD200Zone:|r Timeless Isle|n",1323,73533,148046,136021,0,2,0,6,7
"Jinyu assassins employ this moth as both a portable decoy and a light source to reveal weak spots in their enemy's armor.","|cFFFFD200Pet Battle:|r Timeless Isle|n",1324,73542,148068,236193,2,26,4,6,7
"Cats and other curious critters often have short-lived play sessions with this moth that end with a face full of singed hair.","|cFFFFD200Pet Battle:|r Timeless Isle|n",1325,73543,0,236193,2,26,4,6,7
"This curious moth is sometimes found interrupting the spells of a wandering mage or warlock.","|cFFFFD200Pet Battle:|r Timeless Isle|n",1326,73368,0,236193,2,26,4,6,7
"The waters of Ruby Lake are colored a strange reddish hue, possibly due to the ruby crystals found deep within the mountains of the Timeless Isle.","|cFFFFD200Drop:|r Garnia|n|cFFFFD200Zone:|r Timeless Isle",1328,73356,138161,669468,6,2,0,6,7
"While fascinated by flowers, the frolicker has also been known to dance with blades of grass and the occasional weed.","|cFFFFD200Drop:|r Scary Sprite|n|cFFFFD200Zone:|r Timeless Isle|n",1329,73532,148051,348547,0,2,0,6,7
"Late in life, if the environmental conditions are correct, a Death Adder may shed its skin and undergo a transformation into an Imperial Python.","|cFFFFD200Drop:|r Imperial Python|n|cFFFFD200Zone:|r Timeless Isle",1330,73364,148052,801475,7,2,0,6,7
"A small remnant of the power of Y'shaarj that spawned the Sha, a single Drop of Y'shaarj can magnify emotional states for thousands of yards, causing entire towns to shut down in fear or doubt.","|cFFFFD200Drop:|r Sha of Pride|n|cFFFFD200Raid:|r Siege of Orgrimmar|n|cFFFFD200Difficulty:|r Flexible, Normal or Heroic",1331,73350,148058,132851,6,2,0,6,7
