q(1, 1.12.1.10772)
q(940, 1.11.1.10772)
q(941, 1.11.1.10772)
q(942, 1.11.1.10772)
q(943, 1.11.1.10958)
q(944, 1.11.1.10772)
q(945, 1.11.1.10958)
q(946, 1.12.1.9183)
q(947, 1.11.1.10772)
q(948, 1.11.1.10772)
q(949, 1.11.1.10772)
q(950, 1.11.1.10772)
q(951, 1.11.1.10772)
q(952, 1.11.1.10772)
q(953, 1.11.1.10772)
q(954, 1.11.1.10772)
q(955, 1.11.1.10772)
q(956, 1.11.1.10772)
q(957, 1.11.1.10772)
q(958, 1.11.1.10772)
q(959, 1.11.1.10958)
q(960, 1.12.1.10772)
q(961, 1.11.1.10772)
q(962, 1.11.1.10772)
q(963, 1.11.1.10772)
q(964, 1.11.1.10772)
q(965, 1.11.1.10772)
q(966, 1.11.1.10772)
q(967, 1.11.1.10772)
q(968, 1.11.1.10772)
q(969, 1.11.1.10772)
q(970, 1.11.1.10958)
q(971, 1.11.1.10958)
q(972, 1.11.1.10772)
q(973, 1.11.1.10958)
q(974, 1.11.1.10772)
q(975, 1.11.1.10772)
q(976, 1.11.1.10958)
q(977, 1.11.1.10772)
q(978, 1.11.1.10772)
q(979, 1.11.1.10772)
q(980, 1.11.1.10772)
q(981, 1.11.1.10772)
q(982, 1.11.1.10772)
q(983, 1.11.1.10772)
q(984, 1.11.1.10772)
q(985, 1.11.1.10772)
q(986, 1.11.1.10772)
q(987, 1.12.1.10772)
q(988, 1.12.1.10772)
q(989, 1.12.1.10772)
q(990, 1.11.1.10772)
q(991, 1.11.1.10772)
q(992, 1.11.1.10958)
q(993, 1.11.1.10772)
q(994, 1.11.1.10772)
q(995, 1.11.1.10772)
q(996, 1.11.1.10772)
q(997, 1.11.1.10772)
q(998, 1.11.1.10772)
q(999, 1.12.1.10772)
q(1000, 1.11.1.10772)
q(1001, 1.11.1.10772)
q(1002, 1.11.1.10772)
q(1003, 1.11.1.10772)
q(1004, 1.11.1.10772)
q(1005, 1.12.1.10772)
q(1006, 1.12.1.10772)
q(1007, 1.11.1.10772)
q(1008, 1.11.1.10958)
q(1009, 1.11.1.10772)
q(1010, 1.11.1.10958)
q(1011, 1.11.1.10958)
q(1012, 1.11.1.10958)
q(1013, 1.11.1.10772)
q(1014, 1.11.1.10772)
q(1015, 1.11.1.10772)
q(1016, 1.11.1.10958)
q(1017, 1.11.1.10958)
q(1018, 1.11.1.10772)
q(1019, 1.11.1.10772)
q(1020, 1.11.1.10772)
q(1021, 1.11.1.10958)
q(1022, 1.11.1.10958)
q(1023, 1.11.1.10958)
q(1024, 1.11.1.10772)
q(1025, 1.11.1.10958)
q(1026, 1.11.1.10772)
q(1027, 1.11.1.10772)
q(1028, 1.11.1.10772)
q(1029, 1.11.1.10772)
q(1030, 1.11.1.10772)
q(1031, 1.11.1.10958)
q(1032, 1.11.1.10958)
q(1033, 1.11.1.10958)
q(1034, 1.11.1.10958)
q(1035, 1.11.1.10958)
q(1036, 1.11.1.10772)
q(1037, 1.11.1.10772)
q(1038, 1.11.1.10772)
q(1039, 1.11.1.11403)
q(1040, 1.11.1.10772)
q(1041, 1.11.1.10958)
q(1042, 1.11.1.10772)
q(1043, 1.11.1.10772)
q(1044, 1.11.1.10772)
q(1045, 1.11.1.10772)
q(1046, 1.11.1.10772)
q(1047, 1.11.1.10772)
q(1048, 1.11.1.11403)
q(1049, 1.11.1.10772)
q(1050, 1.11.1.11403)
q(1051, 1.11.1.10772)
q(1052, 1.11.1.10772)
q(1053, 1.11.1.11403)
q(1054, 1.11.1.10958)
q(1055, 1.11.1.10772)
q(1056, 1.11.1.10772)
q(1057, 1.11.1.10958)
q(1058, 1.11.1.10772)
q(1059, 1.11.1.10772)
q(1060, 1.11.1.10772)
q(1061, 1.11.1.11403)
q(1062, 1.11.1.10772)
q(1063, 1.11.1.10772)
q(1064, 1.11.1.10772)
q(1065, 1.11.1.10772)
q(1066, 1.11.1.10772)
q(1067, 1.11.1.10772)
q(1068, 1.11.1.10772)
q(1069, 1.11.1.10958)
q(1070, 1.11.1.10772)
q(1071, 1.11.1.10772)
q(1072, 1.11.1.10772)
q(1073, 1.11.1.10958)
q(1074, 1.11.1.10772)
q(1075, 1.11.1.10772)
q(1076, 1.11.1.10772)
q(1077, 1.11.1.10772)
q(1078, 1.11.1.10772)
q(1079, 1.11.1.10772)
q(1080, 1.11.1.10772)
q(1081, 1.11.1.10772)
q(1082, 1.11.1.10772)
q(1083, 1.11.1.10772)
q(1084, 1.11.1.10958)
q(1085, 1.11.1.10958)
q(1086, 1.11.1.10958)
q(1087, 1.11.1.10958)
q(1088, 1.11.1.10958)
q(1089, 1.11.1.10958)
q(1090, 1.11.1.10958)
q(1091, 1.11.1.10958)
q(1092, 1.11.1.10772)
q(1093, 1.11.1.10772)
q(1094, 1.11.1.10958)
q(1095, 1.11.1.10772)
q(1096, 1.11.1.10772)
q(1097, 1.11.1.10958)
q(1098, 1.11.1.10772)
q(1099, 1.12.1.10772)
q(1100, 1.11.1.10772)
q(1101, 1.11.1.10958)
q(1102, 1.11.1.10772)
q(1103, 1.11.1.10772)
q(1104, 1.11.1.10772)
q(1105, 1.11.1.10772)
q(1106, 1.11.1.10772)
q(1107, 1.11.1.10772)
q(1108, 1.11.1.10772)
q(1109, 1.11.1.10958)
q(1110, 1.11.1.10772)
q(1111, 1.11.1.10958)
q(1112, 1.11.1.10958)
q(1113, 1.11.1.10958)
q(1114, 1.11.1.10772)
q(1115, 1.11.1.10958)
q(1116, 1.11.1.10772)
q(1117, 1.11.1.10958)
q(1118, 1.11.1.10958)
q(1119, 1.11.1.10958)
q(1120, 1.11.1.10958)
q(1121, 1.11.1.10958)
q(1122, 1.11.1.10958)
q(1123, 1.11.1.10772)
q(1124, 1.11.1.10772)
q(1125, 1.11.1.10772)
q(1126, 1.11.1.10958)
q(1127, 1.11.1.10958)
q(1128, 1.12.1.10772)
q(1129, 1.12.1.10772)
q(1130, 1.11.1.10772)
q(1131, 1.11.1.10772)
q(1132, 1.11.1.10958)
q(1133, 1.11.1.10958)
q(1134, 1.11.1.10958)
q(1135, 1.11.1.10772)
q(1136, 1.11.1.10772)
q(1137, 1.11.1.10958)
q(1138, 1.11.1.10772)
q(1139, 1.11.1.10958)
q(1140, 1.11.1.10958)
q(1141, 1.11.1.10772)
q(1142, 1.11.1.10772)
q(1143, 1.11.1.10772)
q(1144, 1.11.1.10958)
q(1145, 1.11.1.10772)
q(1146, 1.11.1.10772)
q(1147, 1.11.1.10958)
q(1148, 1.11.1.10958)
q(1149, 1.11.1.10772)
q(1150, 1.11.1.10772)
q(1151, 1.11.1.10772)
q(1152, 1.11.1.10772)
q(1153, 1.11.1.10772)
q(1154, 1.11.1.10958)
q(1155, 1.12.1.10772)
q(1156, 1.12.1.10772)
q(1157, 1.12.1.10772)
q(1158, 1.12.1.10772)
q(1159, 1.11.1.10772)
q(1160, 1.11.1.10958)
q(1161, 1.12.1.10772)
q(1162, 1.12.1.10772)
q(1163, 1.12.1.10772)
q(1164, 1.11.1.10772)
q(1165, 1.12.1.10772)
q(1166, 1.11.1.10772)
q(1167, 1.11.1.10772)
q(1168, 1.11.1.10958)
q(1169, 1.11.1.10958)
q(1170, 1.11.1.10772)
q(1171, 1.11.1.10772)
q(1172, 1.11.1.10958)
q(1173, 1.11.1.10958)
q(1174, 1.12.1.10772)
q(1175, 1.11.1.10772)
q(1176, 1.11.1.10772)
q(1177, 1.11.1.10772)
q(1178, 1.11.1.10958)
q(1179, 1.11.1.10958)
q(1180, 1.11.1.10958)
q(1181, 1.11.1.10958)
q(1182, 1.11.1.10958)
q(1183, 1.11.1.10958)
q(1184, 1.11.1.10772)
q(1185, 1.11.1.10772)
q(1186, 1.11.1.10958)
q(1187, 1.11.1.10772)
q(1188, 1.11.1.10958)
q(1189, 1.11.1.10958)
q(1190, 1.11.1.10958)
q(1191, 1.11.1.10772)
q(1192, 1.11.1.10772)
q(1193, 1.11.1.10772)
q(1194, 1.11.1.10958)
q(1195, 1.11.1.10772)
q(1196, 1.11.1.10772)
q(1197, 1.11.1.10772)
q(1198, 1.11.1.10772)
q(1199, 1.11.1.11403)
q(1200, 1.11.1.10772)
q(1201, 1.11.1.10772)
q(1202, 1.11.1.10772)
q(1203, 1.11.1.10958)
q(1204, 1.11.1.10958)
q(1205, 1.11.1.10772)
q(1206, 1.11.1.10958)
q(1218, 1.11.1.10623)
q(1219, 1.11.1.10772)
q(1220, 1.11.1.10772)
q(1221, 1.11.1.10772)
q(1222, 1.11.1.10772)
q(1238, 1.11.1.10772)
q(1239, 1.11.1.10772)
q(1240, 1.11.1.10772)
q(1241, 1.11.1.10772)
q(1242, 1.11.1.10772)
q(1243, 1.11.1.10772)
q(1244, 1.11.1.10772)
q(1245, 1.11.1.10772)
q(1246, 1.11.1.10772)
q(1247, 1.11.1.10772)
q(1248, 1.11.1.10772)
q(1249, 1.11.1.11403)
q(1250, 1.11.1.10772)
q(1251, 1.11.1.10772)
q(1252, 1.11.1.10772)
q(1253, 1.11.1.10772)
q(1258, 1.11.1.10958)
q(1259, 1.11.1.10772)
q(1260, 1.11.1.10772)
q(1261, 1.11.1.10772)
q(1262, 1.11.1.10772)
q(1263, 1.12.1.10772)
q(1264, 1.11.1.10772)
q(1265, 1.11.1.10772)
q(1266, 1.11.1.10772)
q(1267, 1.11.1.10772)
q(1268, 1.11.1.10772)
q(1269, 1.11.1.10772)
q(1270, 1.11.1.10772)
q(1271, 1.11.1.10772)
q(1272, 1.12.1.10772)
q(1273, 1.11.1.10772)
q(1274, 1.11.1.10772)
q(1275, 1.11.1.10772)
q(1276, 1.11.1.10772)
q(1277, 1.12.1.10772)
q(1278, 1.12.1.10772)
q(1279, 1.12.1.9183)
q(1280, 1.12.1.9183)
q(1281, 1.12.1.10772)
q(1282, 1.11.1.10772)
q(1283, 1.12.1.10772)
q(1284, 1.11.1.10772)
q(1285, 1.11.1.10772)
q(1286, 1.11.1.10772)
q(1287, 1.11.1.10772)
q(1288, 1.12.1.10772)
q(1289, 1.12.1.10772)
q(1290, 1.12.1.10772)
q(1291, 1.12.1.9183)
q(1292, 1.12.1.9183)
q(1293, 1.12.1.9183)
q(1294, 1.12.1.9183)
q(1295, 1.12.1.9183)
q(1296, 1.12.1.9183)
q(1297, 1.12.1.9183)
q(1298, 1.12.1.9183)
q(1299, 1.12.1.9183)
q(1300, 1.12.1.9183)
q(1301, 1.11.1.10772)
q(1302, 1.11.1.10772)
q(1318, 1.11.1.10772)
q(1319, 1.11.1.10772)
q(1320, 1.11.1.10772)
q(1321, 1.11.1.10772)
q(1322, 1.11.1.10772)
q(1323, 1.11.1.10772)
q(1324, 1.11.1.10772)
q(1338, 1.11.1.10772)
q(1339, 1.11.1.10772)
q(1358, 1.11.1.10772)
q(1359, 1.11.1.10772)
q(1360, 1.11.1.10772)
q(1361, 1.11.1.10958)
q(1362, 1.11.1.10772)
q(1363, 1.11.1.10772)
q(1364, 1.11.1.10772)
q(1365, 1.11.1.10772)
q(1366, 1.11.1.10772)
q(1367, 1.11.1.10958)
q(1368, 1.11.1.10958)
q(1369, 1.11.1.10958)
q(1370, 1.11.1.10772)
q(1371, 1.11.1.10958)
q(1372, 1.11.1.10772)
q(1373, 1.11.1.10772)
q(1374, 1.11.1.10772)
q(1375, 1.11.1.10958)
q(1380, 1.11.1.10772)
q(1381, 1.11.1.10958)
q(1382, 1.11.1.10958)
q(1383, 1.11.1.10772)
q(1384, 1.11.1.10772)
q(1385, 1.11.1.10958)
q(1386, 1.11.1.10958)
q(1387, 1.11.1.10958)
q(1388, 1.11.1.10772)
q(1389, 1.11.1.10676)
q(1390, 1.12.1.10772)
q(1391, 1.11.1.10772)
q(1392, 1.11.1.10772)
q(1393, 1.11.1.10958)
q(1394, 1.11.1.10772)
q(1395, 1.11.1.10772)
q(1396, 1.11.1.10676)
q(1397, 1.12.1.10772)
q(1398, 1.11.1.10676)
q(1418, 1.11.1.10772)
q(1419, 1.11.1.10772)
q(1420, 1.11.1.10772)
q(1421, 1.11.1.10676)
q(1422, 1.11.1.10772)
q(1423, 1.11.1.10772)
q(1424, 1.11.1.10772)
q(1425, 1.11.1.10772)
q(1426, 1.11.1.10772)
q(1427, 1.11.1.10772)
q(1428, 1.11.1.10772)
q(1429, 1.11.1.10772)
q(1430, 1.11.1.10772)
q(1431, 1.11.1.10772)
q(1432, 1.11.1.10772)
q(1433, 1.11.1.10772)
q(1434, 1.11.1.10772)
q(1435, 1.11.1.10958)
q(1436, 1.11.1.10772)
q(1437, 1.11.1.10772)
q(1438, 1.11.1.10772)
q(1439, 1.11.1.10772)
q(1440, 1.11.1.10958)
q(1441, 1.12.1.10772)
q(1442, 1.11.1.10772)
q(1443, 1.12.1.10772)
q(1444, 1.11.1.10772)
q(1445, 1.11.1.10772)
q(1446, 1.11.1.10772)
q(1447, 1.11.1.10958)
q(1448, 1.11.1.10772)
q(1449, 1.11.1.10772)
q(1450, 1.11.1.10772)
q(1451, 1.11.1.10772)
q(1452, 1.11.1.10772)
q(1453, 1.11.1.10958)
q(1454, 1.11.1.10772)
q(1455, 1.11.1.10958)
q(1456, 1.11.1.10958)
q(1457, 1.11.1.10772)
q(1458, 1.11.1.10958)
q(1459, 1.11.1.10958)
q(1460, 1.12.1.10772)
q(1461, 1.12.1.10772)
q(1462, 1.11.1.10772)
q(1463, 1.11.1.10772)
q(1464, 1.11.1.10772)
q(1465, 1.11.1.10958)
q(1466, 1.11.1.10958)
q(1467, 1.11.1.10772)
q(1468, 1.11.1.10772)
q(1469, 1.11.1.10772)
q(1470, 1.11.1.10772)
q(1471, 1.11.1.10772)
q(1472, 1.11.1.10958)
q(1473, 1.11.1.10958)
q(1474, 1.11.1.10772)
q(1475, 1.11.1.10772)
q(1476, 1.11.1.10958)
q(1477, 1.11.1.10958)
q(1478, 1.11.1.10958)
q(1479, 1.11.1.10958)
q(1480, 1.11.1.10772)
q(1481, 1.11.1.10772)
q(1482, 1.11.1.10772)
q(1483, 1.11.1.10958)
q(1484, 1.11.1.10772)
q(1485, 1.11.1.10772)
q(1486, 1.11.1.10772)
q(1487, 1.11.1.10772)
q(1488, 1.11.1.10772)
q(1489, 1.11.1.10772)
q(1490, 1.11.1.10772)
q(1491, 1.11.1.10772)
q(1492, 1.11.1.10772)
q(1498, 1.11.1.11159)
q(1499, 1.11.1.10772)
q(1500, 1.12.1.10772)
q(1501, 1.11.1.10772)
q(1502, 1.11.1.10772)
q(1503, 1.11.1.10772)
q(1504, 1.11.1.10772)
q(1505, 1.11.1.10958)
q(1506, 1.11.1.10772)
q(1507, 1.11.1.10772)
q(1508, 1.11.1.10772)
q(1509, 1.11.1.10772)
q(1510, 1.11.1.10772)
q(1511, 1.11.1.10772)
q(1512, 1.11.1.10772)
q(1513, 1.11.1.10772)
q(1514, 1.11.1.10772)
q(1515, 1.11.1.10772)
q(1516, 1.11.1.10958)
q(1517, 1.11.1.10772)
q(1518, 1.11.1.10772)
q(1519, 1.11.1.10958)
q(1520, 1.11.1.10772)
q(1521, 1.11.1.10772)
q(1522, 1.11.1.10958)
q(1523, 1.11.1.10772)
q(1524, 1.11.1.10958)
q(1525, 1.11.1.10958)
q(1526, 1.11.1.10958)
q(1527, 1.11.1.10958)
q(1528, 1.11.1.11159)
q(1529, 1.11.1.10772)
q(1530, 1.11.1.11403)
q(1531, 1.11.1.10958)
q(1532, 1.11.1.10772)
q(1533, 1.12.1.10772)
q(1534, 1.11.1.10958)
q(1535, 1.11.1.11403)
q(1536, 1.11.1.10958)
q(1537, 1.12.1.10772)
q(1538, 1.12.1.10772)
q(1558, 1.11.1.10958)
q(1559, 1.11.1.10772)
q(1560, 1.11.1.10958)
q(1578, 1.11.1.10958)
q(1579, 1.11.1.10772)
q(1580, 1.11.1.10772)
q(1581, 1.11.1.10772)
q(1582, 1.11.1.10772)
q(1598, 1.11.1.10772)
q(1599, 1.11.1.10772)
q(1618, 1.11.1.10958)
q(1638, 1.11.1.10958)
q(1639, 1.11.1.10958)
q(1640, 1.11.1.10958)
q(1641, 1.11.1.10772)
q(1642, 1.11.1.10958)
q(1643, 1.11.1.10958)
q(1644, 1.11.1.10958)
q(1645, 1.11.1.10772)
q(1646, 1.11.1.10772)
q(1647, 1.11.1.10772)
q(1648, 1.11.1.10772)
q(1649, 1.11.1.10772)
q(1650, 1.11.1.10958)
q(1651, 1.11.1.10958)
q(1652, 1.11.1.10772)
q(1653, 1.11.1.10772)
q(1654, 1.11.1.10772)
q(1655, 1.11.1.10772)
q(1656, 1.11.1.10772)
q(1657, 1.11.1.10772)
q(1658, 1.11.1.10772)
q(1659, 1.12.1.10772)
q(1660, 1.12.1.10772)
q(1661, 1.11.1.10772)
q(1662, 1.12.1.10772)
q(1663, 1.12.1.10772)
q(1664, 1.12.1.10772)
q(1665, 1.11.1.10772)
q(1666, 1.11.1.10772)
q(1667, 1.11.1.10772)
q(1678, 1.11.1.11159)
q(1679, 1.11.1.10772)
q(1680, 1.11.1.10772)
q(1681, 1.11.1.10772)
q(1682, 1.11.1.10772)
q(1683, 1.11.1.10772)
q(1684, 1.11.1.10958)
q(1685, 1.11.1.10958)
q(1686, 1.11.1.10772)
q(1687, 1.11.1.10958)
q(1688, 1.11.1.10958)
q(1689, 1.11.1.10772)
q(1690, 1.11.1.10958)
q(1691, 1.11.1.10958)
q(1692, 1.11.1.10772)
q(1693, 1.11.1.10772)
q(1698, 1.11.1.10772)
q(1699, 1.11.1.10772)
q(1700, 1.11.1.10772)
q(1701, 1.11.1.10772)
q(1702, 1.11.1.10772)
q(1703, 1.11.1.10772)
q(1704, 1.11.1.10772)
q(1705, 1.11.1.10772)
q(1706, 1.11.1.10772)
q(1707, 1.11.1.10958)
q(1708, 1.11.1.10772)
q(1709, 1.11.1.10772)
q(1710, 1.11.1.10772)
q(1711, 1.11.1.10772)
q(1712, 1.11.1.10772)
q(1713, 1.11.1.10772)
q(1714, 1.11.1.10772)
q(1715, 1.11.1.10772)
q(1716, 1.11.1.10958)
q(1717, 1.11.1.10772)
q(1718, 1.11.1.10958)
q(1719, 1.11.1.11159)
q(1738, 1.11.1.10772)
q(1739, 1.11.1.10772)
q(1740, 1.11.1.10772)
q(1758, 1.11.1.10958)
q(1778, 1.11.1.10772)
q(1779, 1.11.1.10772)
q(1780, 1.11.1.10958)
q(1781, 1.11.1.10772)
q(1782, 1.11.1.10772)
q(1783, 1.11.1.10772)
q(1784, 1.11.1.10772)
q(1785, 1.11.1.10772)
q(1786, 1.11.1.10958)
q(1787, 1.11.1.10958)
q(1788, 1.11.1.10958)
q(1789, 1.11.1.10772)
q(1790, 1.12.1.10772)
q(1791, 1.11.1.10772)
q(1792, 1.11.1.10772)
q(1793, 1.11.1.10772)
q(1794, 1.11.1.10772)
q(1795, 1.11.1.10772)
q(1796, 1.11.1.10772)
q(1798, 1.11.1.10958)
q(1799, 1.11.1.10772)
q(1800, 1.11.1.10958)
q(1801, 1.11.1.10958)
q(1802, 1.11.1.10958)
q(1803, 1.11.1.10772)
q(1804, 1.11.1.10772)
q(1805, 1.11.1.10772)
q(1806, 1.11.1.10772)
q(1818, 1.11.1.10958)
q(1819, 1.11.1.10958)
q(1820, 1.11.1.10772)
q(1821, 1.11.1.10772)
q(1822, 1.11.1.10772)
q(1823, 1.11.1.10772)
q(1824, 1.11.1.10772)
q(1825, 1.11.1.10772)
q(1838, 1.11.1.10772)
q(1839, 1.11.1.10772)
q(1840, 1.11.1.10772)
q(1841, 1.11.1.10772)
q(1842, 1.11.1.10772)
q(1843, 1.11.1.10772)
q(1844, 1.11.1.10772)
q(1845, 1.11.1.10772)
q(1846, 1.11.1.10958)
q(1847, 1.11.1.10772)
q(1848, 1.11.1.10772)
q(1858, 1.11.1.10772)
q(1859, 1.11.1.10772)
q(1860, 1.11.1.10772)
q(1861, 1.11.1.10772)
q(1878, 1.11.1.10676)
q(1879, 1.11.1.10772)
q(1880, 1.11.1.10772)
q(1881, 1.11.1.10772)
q(1882, 1.11.1.10772)
q(1883, 1.11.1.10772)
q(1884, 1.11.1.10772)
q(1885, 1.11.1.10772)
q(1886, 1.11.1.10958)
q(1898, 1.11.1.10958)
q(1899, 1.11.1.10958)
q(1918, 1.11.1.10772)
q(1919, 1.11.1.10772)
q(1920, 1.11.1.10772)
q(1921, 1.11.1.10772)
q(1938, 1.11.1.10772)
q(1939, 1.11.1.10772)
q(1940, 1.11.1.10772)
q(1941, 1.11.1.10772)
q(1942, 1.11.1.10772)
q(1943, 1.11.1.10772)
q(1944, 1.11.1.10772)
q(1945, 1.11.1.10772)
q(1946, 1.11.1.10772)
q(1947, 1.11.1.10772)
q(1948, 1.11.1.10772)
q(1949, 1.11.1.10772)
q(1950, 1.11.1.10772)
q(1951, 1.11.1.10772)
q(1952, 1.11.1.10772)
q(1953, 1.11.1.10772)
q(1954, 1.11.1.10772)
q(1955, 1.11.1.10772)
q(1956, 1.11.1.10772)
q(1957, 1.11.1.10772)
q(1958, 1.11.1.10772)
q(1959, 1.11.1.10772)
q(1960, 1.11.1.10772)
q(1961, 1.11.1.10772)
q(1962, 1.11.1.10772)
q(1963, 1.11.1.10772)
q(1978, 1.11.1.10958)
q(1998, 1.11.1.10772)
q(1999, 1.11.1.10772)
q(2000, 1.12.1.10772)
q(2018, 1.12.1.10772)
q(2019, 1.12.1.10772)
q(2020, 1.12.1.10772)
q(2038, 1.11.1.10958)
q(2039, 1.11.1.10772)
q(2040, 1.11.1.11403)
q(2041, 1.11.1.11403)
q(2058, 1.12.1.10772)
q(2059, 1.12.1.10772)
q(2078, 1.11.1.10772)
q(2098, 1.11.1.10772)
q(2118, 1.11.1.10772)
q(2138, 1.11.1.10772)
q(2139, 1.11.1.10772)
q(2158, 1.11.1.10835)
q(2159, 1.11.1.27101)
q(2160, 1.11.1.10772)
q(2161, 1.11.1.10772)
q(2178, 1.11.1.10772)
q(2198, 1.11.1.10772)
q(2199, 1.11.1.10958)
q(2200, 1.11.1.10772)
q(2201, 1.11.1.10772)
q(2202, 1.11.1.10958)
q(2203, 1.11.1.10958)
q(2204, 1.11.1.10772)
q(2205, 1.11.1.10772)
q(2206, 1.11.1.10958)
q(2218, 1.11.1.10772)
q(2238, 1.11.1.10772)
q(2239, 1.11.1.10772)
q(2240, 1.11.1.10772)
q(2241, 1.11.1.10772)
q(2242, 1.11.1.10772)
q(2258, 1.11.1.10958)
q(2259, 1.11.1.10772)
q(2260, 1.11.1.11403)
q(2278, 1.11.1.10958)
q(2279, 1.11.1.10772)
q(2280, 1.11.1.10772)
q(2281, 1.11.1.10958)
q(2282, 1.11.1.10958)
q(2283, 1.11.1.10772)
q(2284, 1.11.1.10772)
q(2298, 1.11.1.10772)
q(2299, 1.12.1.10772)
q(2300, 1.11.1.10958)
q(2318, 1.11.1.10772)
q(2338, 1.11.1.10772)
q(2339, 1.11.1.10958)
q(2340, 1.11.1.10772)
q(2341, 1.11.1.10772)
q(2342, 1.11.1.10772)
q(2358, 1.12.1.10958)
q(2359, 1.11.1.10958)
q(2360, 1.11.1.10958)
q(2361, 1.11.1.10772)
q(2378, 1.11.1.10772)
q(2379, 1.11.1.10772)
q(2380, 1.12.1.10772)
q(2381, 1.11.1.10958)
q(2382, 1.11.1.11403)
q(2383, 1.11.1.10772)
q(2398, 1.11.1.10772)
q(2399, 1.11.1.10772)
q(2418, 1.11.1.10958)
q(2438, 1.11.1.10676)
q(2439, 1.11.1.10772)
q(2440, 1.11.1.10772)
q(2458, 1.11.1.10958)
q(2459, 1.11.1.10772)
q(2460, 1.11.1.10772)
q(2478, 1.11.1.10772)
q(2479, 1.11.1.10772)
q(2480, 1.11.1.10958)
q(2498, 1.11.1.10772)
q(2499, 1.11.1.10772)
q(2500, 1.11.1.10772)
q(2501, 1.11.1.10958)
q(2518, 1.11.1.10772)
q(2519, 1.11.1.10772)
q(2520, 1.11.1.10958)
q(2521, 1.11.1.10772)
q(2522, 1.11.1.10772)
q(2523, 1.11.1.10772)
q(2541, 1.11.1.10772)
q(2561, 1.11.1.10958)
q(2581, 1.11.1.10676)
q(2582, 1.11.1.10772)
q(2583, 1.11.1.10676)
q(2584, 1.11.1.10772)
q(2585, 1.11.1.10676)
q(2586, 1.11.1.10772)
q(2601, 1.11.1.10676)
q(2602, 1.11.1.10772)
q(2603, 1.11.1.10772)
q(2604, 1.11.1.10772)
q(2605, 1.11.1.10958)
q(2606, 1.11.1.10772)
q(2607, 1.11.1.10772)
q(2608, 1.11.1.10958)
q(2609, 1.11.1.10772)
q(2621, 1.11.1.10958)
q(2622, 1.11.1.10958)
q(2623, 1.11.1.10772)
q(2641, 1.11.1.10958)
q(2661, 1.11.1.10772)
q(2662, 1.11.1.10772)
q(2681, 1.11.1.10676)
q(2701, 1.11.1.10772)
q(2702, 1.11.1.10772)
q(2721, 1.11.1.10772)
q(2741, 1.11.1.10772)
q(2742, 1.11.1.10958)
q(2743, 1.11.1.10772)
q(2744, 1.11.1.10958)
q(2745, 1.11.1.10772)
q(2746, 1.11.1.10772)
q(2747, 1.11.1.10772)
q(2748, 1.11.1.10772)
q(2749, 1.11.1.10772)
q(2750, 1.11.1.10772)
q(2751, 1.11.1.10772)
q(2752, 1.11.1.10772)
q(2753, 1.11.1.10772)
q(2754, 1.11.1.10772)
q(2755, 1.11.1.10772)
q(2756, 1.11.1.11403)
q(2757, 1.11.1.10772)
q(2758, 1.11.1.11403)
q(2759, 1.11.1.10772)
q(2760, 1.11.1.10772)
q(2761, 1.11.1.10772)
q(2762, 1.11.1.10772)
q(2763, 1.11.1.10772)
q(2764, 1.11.1.10958)
q(2765, 1.11.1.10772)
q(2766, 1.11.1.10772)
q(2767, 1.11.1.10958)
q(2768, 1.11.1.10676)
q(2769, 1.11.1.10772)
q(2770, 1.11.1.10676)
q(2771, 1.11.1.10772)
q(2772, 1.11.1.10772)
q(2773, 1.11.1.10772)
q(2781, 1.11.1.10958)
q(2782, 1.11.1.10772)
q(2783, 1.11.1.10772)
q(2784, 1.11.1.10772)
q(2801, 1.11.1.10676)
q(2821, 1.11.1.10772)
q(2822, 1.11.1.10958)
q(2841, 1.11.1.10772)
q(2842, 1.11.1.10772)
q(2843, 1.11.1.10958)
q(2844, 1.11.1.10772)
q(2845, 1.11.1.10772)
q(2846, 1.11.1.10772)
q(2847, 1.11.1.10772)
q(2848, 1.11.1.10772)
q(2849, 1.11.1.10772)
q(2850, 1.11.1.10772)
q(2851, 1.11.1.10772)
q(2852, 1.11.1.10772)
q(2853, 1.11.1.10772)
q(2854, 1.11.1.10623)
q(2855, 1.11.1.10772)
q(2856, 1.11.1.10772)
q(2857, 1.11.1.10772)
q(2858, 1.11.1.10772)
q(2859, 1.11.1.10772)
q(2860, 1.11.1.10772)
q(2861, 1.11.1.10772)
q(2862, 1.11.1.10958)
q(2863, 1.11.1.10958)
q(2864, 1.11.1.10772)
q(2865, 1.11.1.10676)
q(2866, 1.11.1.10772)
q(2867, 1.11.1.10772)
q(2868, 1.12.1.10772)
q(2869, 1.11.1.10772)
q(2870, 1.11.1.10772)
q(2871, 1.11.1.10772)
q(2872, 1.11.1.10772)
q(2873, 1.11.1.10676)
q(2874, 1.11.1.10772)
q(2875, 1.11.1.10958)
q(2876, 1.11.1.10772)
q(2877, 1.11.1.10958)
q(2878, 1.11.1.10772)
q(2879, 1.11.1.10772)
q(2880, 1.11.1.10958)
q(2881, 1.11.1.10772)
q(2882, 1.11.1.10772)
q(2902, 1.11.1.10772)
q(2903, 1.11.1.10772)
q(2904, 1.11.1.10958)
q(2922, 1.11.1.11403)
q(2923, 1.11.1.10772)
q(2924, 1.11.1.11403)
q(2925, 1.11.1.10772)
q(2926, 1.11.1.11403)
q(2927, 1.11.1.11403)
